direction, mx, my, mz, mx_max, my_max, mz_max, mx_min, my_min, mz_min,,mx,my,mz,,,,,,,,,,,,,,mx,my,mz,,,,,,,,,,,,,mx,my,mz
Left,-61,28,21,0,28,25,-67,-20,7,,,,,,,Right,-25,18,23,24,91,26,-100,-38,-111,,,,,,Straight,-6,34,-101,24,93,26,-100,-38,-111,,,,
Left,-60,29,19,0,29,25,-67,-20,7,,,,,,,Right,-25,17,21,24,91,26,-100,-38,-111,,,,,,Straight,-5,35,-101,24,93,26,-100,-38,-111,,,,
Left,-61,33,21,0,33,25,-67,-20,7,,,,,,,Right,-25,17,22,24,91,26,-100,-38,-111,,,,,,Straight,-8,39,-101,24,93,26,-100,-38,-111,,,,
Left,-58,32,19,0,33,25,-67,-20,7,,,,,,,Right,-25,19,21,24,91,26,-100,-38,-111,,,,,,Straight,-6,38,-103,24,93,26,-100,-38,-111,,,,
Left,-58,32,19,0,33,25,-67,-20,7,,,,,,,Right,-28,21,20,24,91,26,-100,-38,-111,,,,,,Straight,-8,38,-101,24,93,26,-100,-38,-111,,,,
Left,-59,33,20,0,33,25,-67,-20,7,,,,,,,Right,-27,25,21,24,91,26,-100,-38,-111,,,,,,Straight,-8,41,-101,24,93,26,-100,-38,-111,,,,
Left,-56,34,19,0,34,25,-67,-20,7,,,,,,,Right,-25,25,20,24,91,26,-100,-38,-111,,,,,,Straight,-7,39,-100,24,93,26,-100,-38,-111,,,,
Left,-57,36,21,0,36,25,-67,-20,7,,,,,,,Right,-29,26,20,24,91,26,-100,-38,-111,,,,,,Straight,-8,39,-102,24,93,26,-100,-38,-111,,,,
Left,-57,36,20,0,36,25,-67,-20,7,,,,,,,Right,-27,28,19,24,91,26,-100,-38,-111,,,,,,Straight,-5,43,-103,24,93,26,-100,-38,-111,,,,
Left,-54,36,19,0,36,25,-67,-20,7,,,,,,,Right,-28,30,20,24,91,26,-100,-38,-111,,,,,,Straight,-5,41,-101,24,93,26,-100,-38,-111,,,,
Left,-53,36,20,0,36,25,-67,-20,7,,,,,,,Right,-29,34,19,24,91,26,-100,-38,-111,,,,,,Straight,-6,42,-101,24,93,26,-100,-38,-111,,,,
Left,-53,38,19,0,38,25,-67,-20,7,,,,,,,Right,-30,36,18,24,91,26,-100,-38,-111,,,,,,Straight,-6,42,-104,24,93,26,-100,-38,-111,,,,
Left,-51,37,20,0,38,25,-67,-20,7,,,,,,,Right,-33,37,19,24,91,26,-100,-38,-111,,,,,,Straight,-8,43,-102,24,93,26,-100,-38,-111,,,,
Left,-51,36,18,0,38,25,-67,-20,7,,,,,,,Right,-29,40,17,24,91,26,-100,-38,-111,,,,,,Straight,-7,42,-100,24,93,26,-100,-38,-111,,,,
Left,-49,38,18,0,38,25,-67,-20,7,,,,,,,Right,-30,40,15,24,91,26,-100,-38,-111,,,,,,Straight,-8,46,-102,24,93,26,-100,-38,-111,,,,
Left,-46,38,19,0,38,25,-67,-20,7,,,,,,,Right,-30,43,16,24,91,26,-100,-38,-111,,,,,,Straight,-9,44,-102,24,93,26,-100,-38,-111,,,,
Left,-47,38,18,0,38,25,-67,-20,7,,,,,,,Right,-29,47,14,24,91,26,-100,-38,-111,,,,,,Straight,-8,43,-102,24,93,26,-100,-38,-111,,,,
Left,-47,39,19,0,39,25,-67,-20,7,,,,,,,Right,-29,49,11,24,91,26,-100,-38,-111,,,,,,Straight,-8,42,-102,24,93,26,-100,-38,-111,,,,
Left,-45,38,19,0,39,25,-67,-20,7,,,,,,,Right,-29,50,10,24,91,26,-100,-38,-111,,,,,,Straight,-7,42,-101,24,93,26,-100,-38,-111,,,,
Left,-42,40,18,0,40,25,-67,-20,7,,,,,,,Right,-30,52,8,24,91,26,-100,-38,-111,,,,,,Straight,-8,43,-102,24,93,26,-100,-38,-111,,,,
Left,-44,39,17,0,40,25,-67,-20,7,,,,,,,Right,-28,53,10,24,91,26,-100,-38,-111,,,,,,Straight,-6,44,-102,24,93,26,-100,-38,-111,,,,
Left,-41,39,18,0,40,25,-67,-20,7,,,,,,,Right,-29,52,9,24,91,26,-100,-38,-111,,,,,,Straight,-7,44,-101,24,93,26,-100,-38,-111,,,,
Left,-42,40,18,0,40,25,-67,-20,7,,,,,,,Right,-29,54,6,24,91,26,-100,-38,-111,,,,,,Straight,-6,44,-103,24,93,26,-100,-38,-111,,,,
Left,-43,40,17,0,40,25,-67,-20,7,,,,,,,Right,-26,58,7,24,91,26,-100,-38,-111,,,,,,Straight,-7,46,-102,24,93,26,-100,-38,-111,,,,
Left,-40,41,18,0,41,25,-67,-20,7,,,,,,,Right,-28,57,4,24,91,26,-100,-38,-111,,,,,,Straight,-6,46,-100,24,93,26,-100,-38,-111,,,,
Left,-39,40,19,0,41,25,-67,-20,7,,,,,,,Right,-26,59,4,24,91,26,-100,-38,-111,,,,,,Straight,-8,46,-103,24,93,26,-100,-38,-111,,,,
Left,-39,40,18,0,41,25,-67,-20,7,,,,,,,Right,-28,61,2,24,91,26,-100,-38,-111,,,,,,Straight,-9,48,-104,24,93,26,-100,-38,-111,,,,
Left,-36,40,17,0,41,25,-67,-20,7,,,,,,,Right,-27,60,4,24,91,26,-100,-38,-111,,,,,,Straight,-11,49,-102,24,93,26,-100,-38,-111,,,,
Left,-36,39,18,0,41,25,-67,-20,7,,,,,,,Right,-27,62,2,24,91,26,-100,-38,-111,,,,,,Straight,-8,50,-100,24,93,26,-100,-38,-111,,,,
Left,-34,40,17,0,41,25,-67,-20,7,,,,,,,Right,-26,63,1,24,91,26,-100,-38,-111,,,,,,Straight,-10,51,-100,24,93,26,-100,-38,-111,,,,
Left,-32,41,18,0,41,25,-67,-20,7,,,,,,,Right,-26,64,-2,24,91,26,-100,-38,-111,,,,,,Straight,-9,52,-101,24,93,26,-100,-38,-111,,,,
Left,-31,41,18,0,41,25,-67,-20,7,,,,,,,Right,-25,67,-3,24,91,26,-100,-38,-111,,,,,,Straight,-12,52,-100,24,93,26,-100,-38,-111,,,,
Left,-30,39,19,0,41,25,-67,-20,7,,,,,,,Right,-26,67,-3,24,91,26,-100,-38,-111,,,,,,Straight,-9,54,-102,24,93,26,-100,-38,-111,,,,
Left,-30,41,19,0,41,25,-67,-20,7,,,,,,,Right,-27,70,-8,24,91,26,-100,-38,-111,,,,,,Straight,-10,52,-102,24,93,26,-100,-38,-111,,,,
Left,-28,37,19,0,41,25,-67,-20,7,,,,,,,Right,-27,68,-7,24,91,26,-100,-38,-111,,,,,,Straight,-11,52,-99,24,93,26,-100,-38,-111,,,,
Left,-28,38,19,0,41,25,-67,-20,7,,,,,,,Right,-26,71,-9,24,91,26,-100,-38,-111,,,,,,Straight,-9,56,-101,24,93,26,-100,-38,-111,,,,
Left,-26,36,20,0,41,25,-67,-20,7,,,,,,,Right,-27,74,-11,24,91,26,-100,-38,-111,,,,,,Straight,-13,57,-100,24,93,26,-100,-38,-111,,,,
Left,-28,37,18,0,41,25,-67,-20,7,,,,,,,Right,-26,73,-12,24,91,26,-100,-38,-111,,,,,,Straight,-12,54,-100,24,93,26,-100,-38,-111,,,,
Left,-27,37,20,0,41,25,-67,-20,7,,,,,,,Right,-24,72,-12,24,91,26,-100,-38,-111,,,,,,Straight,-10,57,-98,24,93,26,-100,-38,-111,,,,
Left,-28,36,18,0,41,25,-67,-20,7,,,,,,,Right,-26,72,-11,24,91,26,-100,-38,-111,,,,,,Straight,-10,58,-99,24,93,26,-100,-38,-111,,,,
Left,-26,35,18,0,41,25,-67,-20,7,,,,,,,Right,-24,72,-13,24,91,26,-100,-38,-111,,,,,,Straight,-9,56,-98,24,93,26,-100,-38,-111,,,,
Left,-27,35,18,0,41,25,-67,-20,7,,,,,,,Right,-24,76,-13,24,91,26,-100,-38,-111,,,,,,Straight,-9,58,-98,24,93,26,-100,-38,-111,,,,
Left,-26,37,17,0,41,25,-67,-20,7,,,,,,,Right,-22,77,-15,24,91,26,-100,-38,-111,,,,,,Straight,-8,59,-98,24,93,26,-100,-38,-111,,,,
Left,-27,34,18,0,41,25,-67,-20,7,,,,,,,Right,-22,76,-15,24,91,26,-100,-38,-111,,,,,,Straight,-8,60,-97,24,93,26,-100,-38,-111,,,,
Left,-24,34,20,0,41,25,-67,-20,7,,,,,,,Right,-22,78,-17,24,91,26,-100,-38,-111,,,,,,Straight,-7,58,-97,24,93,26,-100,-38,-111,,,,
Left,-26,35,20,0,41,25,-67,-20,7,,,,,,,Right,-22,77,-18,24,91,26,-100,-38,-111,,,,,,Straight,-8,58,-98,24,93,26,-100,-38,-111,,,,
Left,-23,30,19,0,41,25,-67,-20,7,,,,,,,Right,-23,78,-21,24,91,26,-100,-38,-111,,,,,,Straight,-10,57,-97,24,93,26,-100,-38,-111,,,,
Left,-22,35,18,0,41,25,-67,-20,7,,,,,,,Right,-23,80,-20,24,91,26,-100,-38,-111,,,,,,Straight,-10,57,-98,24,93,26,-100,-38,-111,,,,
Left,-21,34,18,0,41,25,-67,-20,7,,,,,,,Right,-19,79,-23,24,91,26,-100,-38,-111,,,,,,Straight,-7,57,-98,24,93,26,-100,-38,-111,,,,
Left,-21,33,20,0,41,25,-67,-20,7,,,,,,,Right,-24,81,-24,24,91,26,-100,-38,-111,,,,,,Straight,-8,59,-97,24,93,26,-100,-38,-111,,,,
Left,-22,32,20,0,41,25,-67,-20,7,,,,,,,Right,-22,81,-24,24,91,26,-100,-38,-111,,,,,,Straight,-8,58,-98,24,93,26,-100,-38,-111,,,,
Left,-23,32,18,0,41,25,-67,-20,7,,,,,,,Right,-24,80,-27,24,91,26,-100,-38,-111,,,,,,Straight,-8,58,-97,24,93,26,-100,-38,-111,,,,
Left,-21,31,20,0,41,25,-67,-20,7,,,,,,,Right,-26,82,-27,24,91,26,-100,-38,-111,,,,,,Straight,-8,59,-96,24,93,26,-100,-38,-111,,,,
Left,-23,33,19,0,41,25,-67,-20,7,,,,,,,Right,-26,84,-29,24,91,26,-100,-38,-111,,,,,,Straight,-8,59,-96,24,93,26,-100,-38,-111,,,,
Left,-25,32,20,0,41,25,-67,-20,7,,,,,,,Right,-28,84,-28,24,91,26,-100,-38,-111,,,,,,Straight,-6,58,-96,24,93,26,-100,-38,-111,,,,
Left,-23,32,21,0,41,25,-67,-20,7,,,,,,,Right,-27,84,-31,24,91,26,-100,-38,-111,,,,,,Straight,-6,59,-96,24,93,26,-100,-38,-111,,,,
Left,-24,31,22,0,41,25,-67,-20,7,,,,,,,Right,-29,84,-32,24,91,26,-100,-38,-111,,,,,,Straight,-7,58,-96,24,93,26,-100,-38,-111,,,,
Left,-23,30,19,0,41,25,-67,-20,7,,,,,,,Right,-28,85,-34,24,91,26,-100,-38,-111,,,,,,Straight,-4,57,-97,24,93,26,-100,-38,-111,,,,
Left,-22,31,19,0,41,25,-67,-20,7,,,,,,,Right,-26,86,-35,24,91,26,-100,-38,-111,,,,,,Straight,-7,60,-95,24,93,26,-100,-38,-111,,,,
Left,-21,31,21,0,41,25,-67,-20,7,,,,,,,Right,-29,87,-38,24,91,26,-100,-38,-111,,,,,,Straight,-7,59,-95,24,93,26,-100,-38,-111,,,,
Left,-21,30,20,0,41,25,-67,-20,7,,,,,,,Right,-25,87,-39,24,91,26,-100,-38,-111,,,,,,Straight,-5,58,-95,24,93,26,-100,-38,-111,,,,
Left,-22,30,18,0,41,25,-67,-20,7,,,,,,,Right,-27,86,-39,24,91,26,-100,-38,-111,,,,,,Straight,-7,60,-96,24,93,26,-100,-38,-111,,,,
Left,-21,29,20,0,41,25,-67,-20,7,,,,,,,Right,-28,87,-36,24,91,26,-100,-38,-111,,,,,,Straight,-8,60,-97,24,93,26,-100,-38,-111,,,,
Left,-22,32,18,0,41,25,-67,-20,7,,,,,,,Right,-26,89,-38,24,91,26,-100,-38,-111,,,,,,Straight,-9,58,-96,24,93,26,-100,-38,-111,,,,
Left,-20,32,20,0,41,25,-67,-20,7,,,,,,,Right,-26,86,-39,24,91,26,-100,-38,-111,,,,,,Straight,-7,58,-95,24,93,26,-100,-38,-111,,,,
Left,-20,33,18,0,41,25,-67,-20,7,,,,,,,Right,-26,87,-39,24,91,26,-100,-38,-111,,,,,,Straight,-8,59,-95,24,93,26,-100,-38,-111,,,,
Left,-20,31,18,0,41,25,-67,-20,7,,,,,,,Right,-26,87,-40,24,91,26,-100,-38,-111,,,,,,Straight,-10,60,-98,24,93,26,-100,-38,-111,,,,
Left,-15,31,19,0,41,25,-67,-20,7,,,,,,,Right,-27,86,-39,24,91,26,-100,-38,-111,,,,,,Straight,-10,60,-98,24,93,26,-100,-38,-111,,,,
Left,-17,31,18,0,41,25,-67,-20,7,,,,,,,Right,-27,90,-40,24,91,26,-100,-38,-111,,,,,,Straight,-9,62,-97,24,93,26,-100,-38,-111,,,,
Left,-17,30,18,0,41,25,-67,-20,7,,,,,,,Right,-27,85,-40,24,91,26,-100,-38,-111,,,,,,Straight,-9,62,-98,24,93,26,-100,-38,-111,,,,
Left,-16,31,17,0,41,25,-67,-20,7,,,,,,,Right,-28,87,-39,24,91,26,-100,-38,-111,,,,,,Straight,-9,60,-97,24,93,26,-100,-38,-111,,,,
Left,-15,29,18,0,41,25,-67,-20,7,,,,,,,Right,-24,87,-40,24,91,26,-100,-38,-111,,,,,,Straight,-11,61,-97,24,93,26,-100,-38,-111,,,,
Left,-15,29,16,0,41,25,-67,-20,7,,,,,,,Right,-28,86,-40,24,91,26,-100,-38,-111,,,,,,Straight,-11,60,-96,24,93,26,-100,-38,-111,,,,
Left,-14,26,17,0,41,25,-67,-20,7,,,,,,,Right,-27,85,-40,24,91,26,-100,-38,-111,,,,,,Straight,-11,63,-96,24,93,26,-100,-38,-111,,,,
Left,-13,27,19,0,41,25,-67,-20,7,,,,,,,Right,-26,86,-40,24,91,26,-100,-38,-111,,,,,,Straight,-14,64,-96,24,93,26,-100,-38,-111,,,,
Left,-12,26,18,0,41,25,-67,-20,7,,,,,,,Right,-27,85,-39,24,91,26,-100,-38,-111,,,,,,Straight,-12,63,-95,24,93,26,-100,-38,-111,,,,
Left,-12,24,17,0,41,25,-67,-20,7,,,,,,,Right,-29,86,-37,24,91,26,-100,-38,-111,,,,,,Straight,-13,62,-95,24,93,26,-100,-38,-111,,,,
Left,-12,24,17,0,41,25,-67,-20,7,,,,,,,Right,-29,84,-38,24,91,26,-100,-38,-111,,,,,,Straight,-12,64,-95,24,93,26,-100,-38,-111,,,,
Left,-15,21,18,0,41,25,-67,-20,7,,,,,,,Right,-27,86,-39,24,91,26,-100,-38,-111,,,,,,Straight,-13,64,-97,24,93,26,-100,-38,-111,,,,
Left,-12,21,16,0,41,25,-67,-20,7,,,,,,,Right,-29,84,-39,24,91,26,-100,-38,-111,,,,,,Straight,-15,63,-96,24,93,26,-100,-38,-111,,,,
Left,-11,19,17,0,41,25,-67,-20,7,,,,,,,Right,-31,85,-38,24,91,26,-100,-38,-111,,,,,,Straight,-13,64,-98,24,93,26,-100,-38,-111,,,,
Left,-11,18,17,0,41,25,-67,-20,7,,,,,,,Right,-29,86,-38,24,91,26,-100,-38,-111,,,,,,Straight,-15,64,-97,24,93,26,-100,-38,-111,,,,
Left,-10,16,18,0,41,25,-67,-20,7,,,,,,,Right,-29,85,-38,24,91,26,-100,-38,-111,,,,,,Straight,-15,64,-95,24,93,26,-100,-38,-111,,,,
Left,-10,15,17,0,41,25,-67,-20,7,,,,,,,Right,-30,86,-38,24,91,26,-100,-38,-111,,,,,,Straight,-14,64,-95,24,93,26,-100,-38,-111,,,,
Left,-12,12,18,0,41,25,-67,-20,7,,,,,,,Right,-30,87,-40,24,91,26,-100,-38,-111,,,,,,Straight,-13,64,-98,24,93,26,-100,-38,-111,,,,
Left,-10,13,16,0,41,25,-67,-20,7,,,,,,,Right,-29,86,-40,24,91,26,-100,-38,-111,,,,,,Straight,-14,66,-96,24,93,26,-100,-38,-111,,,,
Left,-12,10,16,0,41,25,-67,-20,7,,,,,,,Right,-29,87,-41,24,91,26,-100,-38,-111,,,,,,Straight,-16,68,-97,24,93,26,-100,-38,-111,,,,
Left,-11,11,17,0,41,25,-67,-20,7,,,,,,,Right,-30,85,-40,24,91,26,-100,-38,-111,,,,,,Straight,-15,68,-98,24,93,26,-100,-38,-111,,,,
Left,-11,7,16,0,41,25,-67,-20,7,,,,,,,Right,-29,86,-41,24,91,26,-100,-38,-111,,,,,,Straight,-18,67,-95,24,93,26,-100,-38,-111,,,,
Left,-13,5,16,0,41,25,-67,-20,7,,,,,,,Right,-30,87,-39,24,91,26,-100,-38,-111,,,,,,Straight,-18,68,-94,24,93,26,-100,-38,-111,,,,
Left,-10,4,14,0,41,25,-67,-20,7,,,,,,,Right,-30,87,-40,24,91,26,-100,-38,-111,,,,,,Straight,-17,71,-93,24,93,26,-100,-38,-111,,,,
Left,-11,1,15,0,41,25,-67,-20,7,,,,,,,Right,-29,87,-38,24,91,26,-100,-38,-111,,,,,,Straight,-16,71,-95,24,93,26,-100,-38,-111,,,,
Left,-12,2,14,0,41,25,-67,-20,7,,,,,,,Right,-28,84,-38,24,91,26,-100,-38,-111,,,,,,Straight,-19,74,-92,24,93,26,-100,-38,-111,,,,
Left,-11,-2,16,0,41,25,-67,-20,7,,,,,,,Right,-29,85,-38,24,91,26,-100,-38,-111,,,,,,Straight,-16,74,-91,24,93,26,-100,-38,-111,,,,
Left,-12,-3,15,0,41,25,-67,-20,7,,,,,,,Right,-31,86,-39,24,91,26,-100,-38,-111,,,,,,Straight,-19,76,-90,24,93,26,-100,-38,-111,,,,
Left,-16,-6,15,0,41,25,-67,-20,7,,,,,,,Right,-29,86,-41,24,91,26,-100,-38,-111,,,,,,Straight,-17,77,-88,24,93,26,-100,-38,-111,,,,
Left,-16,-8,14,0,41,25,-67,-20,7,,,,,,,Right,-30,86,-40,24,91,26,-100,-38,-111,,,,,,Straight,-19,78,-87,24,93,26,-100,-38,-111,,,,
Left,-15,-8,14,0,41,25,-67,-20,7,,,,,,,Right,-31,86,-40,24,91,26,-100,-38,-111,,,,,,Straight,-17,79,-87,24,93,26,-100,-38,-111,,,,
Left,-17,-9,14,0,41,25,-67,-20,7,,,,,,,Right,-32,87,-41,24,91,26,-100,-38,-111,,,,,,Straight,-17,80,-81,24,93,26,-100,-38,-111,,,,
Left,-18,-11,13,0,41,25,-67,-20,7,,,,,,,Right,-29,86,-43,24,91,26,-100,-38,-111,,,,,,Straight,-15,82,-81,24,93,26,-100,-38,-111,,,,
Left,-22,-11,16,0,41,25,-67,-20,7,,,,,,,Right,-31,87,-43,24,91,26,-100,-38,-111,,,,,,Straight,-19,84,-78,24,93,26,-100,-38,-111,,,,
Left,-21,-10,13,0,41,25,-67,-20,7,,,,,,,Right,-31,86,-43,24,91,26,-100,-38,-111,,,,,,Straight,-18,84,-77,24,93,26,-100,-38,-111,,,,
Left,-21,-14,14,0,41,25,-67,-20,7,,,,,,,Right,-31,87,-44,24,91,26,-100,-38,-111,,,,,,Straight,-17,86,-74,24,93,26,-100,-38,-111,,,,
Left,-22,-15,16,0,41,25,-67,-20,7,,,,,,,Right,-31,86,-42,24,91,26,-100,-38,-111,,,,,,Straight,-20,86,-72,24,93,26,-100,-38,-111,,,,
Left,-24,-15,11,0,41,25,-67,-20,7,,,,,,,Right,-34,89,-41,24,91,26,-100,-38,-111,,,,,,Straight,-20,87,-69,24,93,26,-100,-38,-111,,,,
Left,-26,-18,10,0,41,25,-67,-20,7,,,,,,,Right,-31,88,-44,24,91,26,-100,-38,-111,,,,,,Straight,-21,89,-66,24,93,26,-100,-38,-111,,,,
Left,-28,-18,14,0,41,25,-67,-20,7,,,,,,,Right,-34,90,-48,24,91,26,-100,-38,-111,,,,,,Straight,-22,89,-62,24,93,26,-100,-38,-111,,,,
Left,-28,-19,11,0,41,25,-67,-20,7,,,,,,,Right,-35,91,-49,24,91,26,-100,-38,-111,,,,,,Straight,-22,90,-58,24,93,26,-100,-38,-111,,,,
Left,-31,-19,10,0,41,25,-67,-20,7,,,,,,,Right,-34,90,-51,24,91,26,-100,-38,-111,,,,,,Straight,-26,92,-55,24,93,26,-100,-38,-111,,,,
Left,-33,-21,10,0,41,25,-67,-21,7,,,,,,,Right,-36,90,-51,24,91,26,-100,-38,-111,,,,,,Straight,-24,89,-52,24,93,26,-100,-38,-111,,,,
Left,-33,-21,10,0,41,25,-67,-21,7,,,,,,,Right,-37,91,-52,24,91,26,-100,-38,-111,,,,,,Straight,-22,88,-47,24,93,26,-100,-38,-111,,,,
Left,-35,-20,10,0,41,25,-67,-21,7,,,,,,,Right,-35,92,-54,24,92,26,-100,-38,-111,,,,,,Straight,-23,89,-47,24,93,26,-100,-38,-111,,,,
Left,-36,-21,10,0,41,25,-67,-21,7,,,,,,,Right,-35,90,-58,24,92,26,-100,-38,-111,,,,,,Straight,-24,89,-46,24,93,26,-100,-38,-111,,,,
Left,-36,-21,9,0,41,25,-67,-21,7,,,,,,,Right,-34,93,-57,24,93,26,-100,-38,-111,,,,,,Straight,-23,88,-42,24,93,26,-100,-38,-111,,,,
Left,-39,-21,10,0,41,25,-67,-21,7,,,,,,,Right,-34,91,-59,24,93,26,-100,-38,-111,,,,,,Straight,-22,88,-40,24,93,26,-100,-38,-111,,,,
Left,-40,-23,12,0,41,25,-67,-23,7,,,,,,,Right,-32,90,-61,24,93,26,-100,-38,-111,,,,,,Straight,-22,88,-40,24,93,26,-100,-38,-111,,,,
Left,-42,-23,8,0,41,25,-67,-23,7,,,,,,,Right,-33,91,-62,24,93,26,-100,-38,-111,,,,,,Straight,-22,89,-34,24,93,26,-100,-38,-111,,,,
Left,-40,-24,9,0,41,25,-67,-24,7,,,,,,,Right,-29,91,-65,24,93,26,-100,-38,-111,,,,,,Straight,-22,86,-35,24,93,26,-100,-38,-111,,,,
Left,-43,-23,9,0,41,25,-67,-24,7,,,,,,,Right,-31,91,-65,24,93,26,-100,-38,-111,,,,,,Straight,-22,83,-33,24,93,26,-100,-38,-111,,,,
Left,-43,-23,8,0,41,25,-67,-24,7,,,,,,,Right,-31,91,-68,24,93,26,-100,-38,-111,,,,,,Straight,-23,84,-28,24,93,26,-100,-38,-111,,,,
Left,-46,-22,9,0,41,25,-67,-24,7,,,,,,,Right,-32,89,-66,24,93,26,-100,-38,-111,,,,,,Straight,-22,82,-27,24,93,26,-100,-38,-111,,,,
Left,-47,-21,10,0,41,25,-67,-24,7,,,,,,,Right,-30,89,-71,24,93,26,-100,-38,-111,,,,,,Straight,-21,80,-23,24,93,26,-100,-38,-111,,,,
Left,-47,-21,11,0,41,25,-67,-24,7,,,,,,,Right,-29,91,-71,24,93,26,-100,-38,-111,,,,,,Straight,-21,80,-20,24,93,26,-100,-38,-111,,,,
Left,-46,-20,12,0,41,25,-67,-24,7,,,,,,,Right,-31,91,-74,24,93,26,-100,-38,-111,,,,,,Straight,-20,80,-17,24,93,26,-100,-38,-111,,,,
Left,-47,-20,11,0,41,25,-67,-24,7,,,,,,,Right,-30,89,-74,24,93,26,-100,-38,-111,,,,,,Straight,-23,79,-17,24,93,26,-100,-38,-111,,,,
Left,-47,-18,12,0,41,25,-67,-24,7,,,,,,,Right,-28,87,-76,24,93,26,-100,-38,-111,,,,,,Straight,-21,76,-15,24,93,26,-100,-38,-111,,,,
Left,-46,-19,12,0,41,25,-67,-24,7,,,,,,,Right,-31,89,-77,24,93,26,-100,-38,-111,,,,,,Straight,-22,73,-12,24,93,26,-100,-38,-111,,,,
Left,-47,-17,11,0,41,25,-67,-24,7,,,,,,,Right,-32,87,-80,24,93,26,-100,-38,-111,,,,,,Straight,-22,74,-11,24,93,26,-100,-38,-111,,,,
Left,-50,-18,14,0,41,25,-67,-24,7,,,,,,,Right,-30,86,-79,24,93,26,-100,-38,-111,,,,,,Straight,-24,76,-9,24,93,26,-100,-38,-111,,,,
Left,-50,-16,12,0,41,25,-67,-24,7,,,,,,,Right,-30,87,-81,24,93,26,-100,-38,-111,,,,,,Straight,-21,74,-8,24,93,26,-100,-38,-111,,,,
Left,-49,-19,14,0,41,25,-67,-24,7,,,,,,,Right,-29,86,-83,24,93,26,-100,-38,-111,,,,,,Straight,-23,71,-6,24,93,26,-100,-38,-111,,,,
Left,-51,-17,13,0,41,25,-67,-24,7,,,,,,,Right,-27,84,-84,24,93,26,-100,-38,-111,,,,,,Straight,-22,70,-7,24,93,26,-100,-38,-111,,,,
Left,-52,-16,12,0,41,25,-67,-24,7,,,,,,,Right,-29,84,-84,24,93,26,-100,-38,-111,,,,,,Straight,-20,70,-4,24,93,26,-100,-38,-111,,,,
Left,-51,-15,13,0,41,25,-67,-24,7,,,,,,,Right,-29,82,-86,24,93,26,-100,-38,-111,,,,,,Straight,-20,68,-4,24,93,26,-100,-38,-111,,,,
Left,-54,-16,11,0,41,25,-67,-24,7,,,,,,,Right,-28,83,-87,24,93,26,-100,-38,-111,,,,,,Straight,-22,66,-2,24,93,26,-100,-38,-111,,,,
Left,-53,-17,10,0,41,25,-67,-24,7,,,,,,,Right,-29,82,-87,24,93,26,-100,-38,-111,,,,,,Straight,-22,66,-1,24,93,26,-100,-38,-111,,,,
Left,-53,-16,12,0,41,25,-67,-24,7,,,,,,,Right,-30,81,-89,24,93,26,-100,-38,-111,,,,,,Straight,-23,65,1,24,93,26,-100,-38,-111,,,,
Left,-54,-16,10,0,41,25,-67,-24,7,,,,,,,Right,-28,83,-89,24,93,26,-100,-38,-111,,,,,,Straight,-22,63,2,24,93,26,-100,-38,-111,,,,
Left,-55,-18,11,0,41,25,-67,-24,7,,,,,,,Right,-30,80,-89,24,93,26,-100,-38,-111,,,,,,Straight,-19,63,4,24,93,26,-100,-38,-111,,,,
Left,-54,-16,10,0,41,25,-67,-24,7,,,,,,,Right,-30,80,-89,24,93,26,-100,-38,-111,,,,,,Straight,-21,61,4,24,93,26,-100,-38,-111,,,,
Left,-53,-16,10,0,41,25,-67,-24,7,,,,,,,Right,-30,79,-92,24,93,26,-100,-38,-111,,,,,,Straight,-20,61,6,24,93,26,-100,-38,-111,,,,
Left,-53,-17,10,0,41,25,-67,-24,7,,,,,,,Right,-30,77,-92,24,93,26,-100,-38,-111,,,,,,Straight,-19,60,4,24,93,26,-100,-38,-111,,,,
Left,-55,-18,11,0,41,25,-67,-24,7,,,,,,,Right,-29,79,-92,24,93,26,-100,-38,-111,,,,,,Straight,-20,58,5,24,93,26,-100,-38,-111,,,,
Left,-54,-17,10,0,41,25,-67,-24,7,,,,,,,Right,-30,77,-94,24,93,26,-100,-38,-111,,,,,,Straight,-19,56,8,24,93,26,-100,-38,-111,,,,
Left,-55,-16,11,0,41,25,-67,-24,7,,,,,,,Right,-28,75,-95,24,93,26,-100,-38,-111,,,,,,Straight,-19,50,9,24,93,26,-100,-38,-111,,,,
Left,-56,-17,11,0,41,25,-67,-24,7,,,,,,,Right,-27,76,-97,24,93,26,-100,-38,-111,,,,,,Straight,-21,49,11,24,93,26,-100,-38,-111,,,,
Left,-55,-18,12,0,41,25,-67,-24,7,,,,,,,Right,-29,76,-96,24,93,26,-100,-38,-111,,,,,,Straight,-20,46,14,24,93,26,-100,-38,-111,,,,
Left,-54,-17,13,0,41,25,-67,-24,7,,,,,,,Right,-27,73,-96,24,93,26,-100,-38,-111,,,,,,Straight,-21,45,14,24,93,26,-100,-38,-111,,,,
Left,-53,-14,12,0,41,25,-67,-24,7,,,,,,,Right,-26,73,-96,24,93,26,-100,-38,-111,,,,,,Straight,-21,40,17,24,93,26,-100,-38,-111,,,,
Left,-53,-13,15,0,41,25,-67,-24,7,,,,,,,Right,-26,73,-98,24,93,26,-100,-38,-111,,,,,,Straight,-21,38,19,24,93,26,-100,-38,-111,,,,
Left,-52,-10,14,0,41,25,-67,-24,7,,,,,,,Right,-27,73,-100,24,93,26,-100,-38,-111,,,,,,Straight,-19,34,20,24,93,26,-100,-38,-111,,,,
