direction, mx, my, mz, mx_max, my_max, mz_max, mx_min, my_min, mz_min,,mx,my,mz,,,,,,,,,,,,,,mx,my,mz,,,,,,,,,,,,,mx,my,mz
Left,-53,-10,15,0,41,25,-67,-24,7,,,,,,,Right,-25,74,-97,24,93,26,-100,-38,-111,,,,,,Straight,-19,33,21,24,93,26,-100,-38,-111,,,,
Left,-53,-10,18,0,41,25,-67,-24,7,,,,,,,Right,-27,73,-97,24,93,26,-100,-38,-111,,,,,,Straight,-19,29,19,24,93,26,-100,-38,-111,,,,
Left,-52,-9,17,0,41,25,-67,-24,7,,,,,,,Right,-24,71,-99,24,93,26,-100,-38,-111,,,,,,Straight,-19,28,24,24,93,26,-100,-38,-111,,,,
Left,-51,-11,14,0,41,25,-67,-24,7,,,,,,,Right,-25,71,-100,24,93,26,-100,-38,-111,,,,,,Straight,-19,26,23,24,93,26,-100,-38,-111,,,,
Left,-51,-8,17,0,41,25,-67,-24,7,,,,,,,Right,-23,72,-98,24,93,26,-100,-38,-111,,,,,,Straight,-19,23,22,24,93,26,-100,-38,-111,,,,
Left,-53,-11,17,0,41,25,-67,-24,7,,,,,,,Right,-22,68,-99,24,93,26,-100,-38,-111,,,,,,Straight,-18,18,21,24,93,26,-100,-38,-111,,,,
Left,-53,-10,17,0,41,25,-67,-24,7,,,,,,,Right,-22,68,-100,24,93,26,-100,-38,-111,,,,,,Straight,-18,17,23,24,93,26,-100,-38,-111,,,,
Left,-53,-9,16,0,41,25,-67,-24,7,,,,,,,Right,-23,66,-101,24,93,26,-100,-38,-111,,,,,,Straight,-19,13,23,24,93,26,-100,-38,-111,,,,
Left,-52,-12,17,0,41,25,-67,-24,7,,,,,,,Right,-24,65,-101,24,93,26,-100,-38,-111,,,,,,Straight,-19,11,20,24,93,26,-100,-38,-111,,,,
Left,-52,-11,15,0,41,25,-67,-24,7,,,,,,,Right,-23,65,-102,24,93,26,-100,-38,-111,,,,,,Straight,-17,7,21,24,93,26,-100,-38,-111,,,,
Left,-54,-12,15,0,41,25,-67,-24,7,,,,,,,Right,-24,63,-102,24,93,26,-100,-38,-111,,,,,,Straight,-18,2,21,24,93,26,-100,-38,-111,,,,
Left,-53,-13,13,0,41,25,-67,-24,7,,,,,,,Right,-24,62,-106,24,93,26,-100,-38,-111,,,,,,Straight,-18,0,20,24,93,26,-100,-38,-111,,,,
Left,-52,-11,15,0,41,25,-67,-24,7,,,,,,,Right,-26,60,-105,24,93,26,-100,-38,-111,,,,,,Straight,-15,-4,19,24,93,26,-100,-38,-111,,,,
Left,-53,-13,14,0,41,25,-67,-24,7,,,,,,,Right,-26,61,-103,24,93,26,-100,-38,-111,,,,,,Straight,-15,-9,17,24,93,26,-100,-38,-111,,,,
Left,-54,-11,15,0,41,25,-67,-24,7,,,,,,,Right,-25,61,-105,24,93,26,-100,-38,-111,,,,,,Straight,-15,-8,17,24,93,26,-100,-38,-111,,,,
Left,-53,-16,15,0,41,25,-67,-24,7,,,,,,,Right,-24,59,-107,24,93,26,-100,-38,-111,,,,,,Straight,-16,-10,15,24,93,26,-100,-38,-111,,,,
Left,-53,-11,14,0,41,25,-67,-24,7,,,,,,,Right,-28,58,-105,24,93,26,-100,-38,-111,,,,,,Straight,-13,-12,14,24,93,26,-100,-38,-111,,,,
Left,-54,-12,15,0,41,25,-67,-24,7,,,,,,,Right,-27,57,-104,24,93,26,-100,-38,-111,,,,,,Straight,-15,-13,13,24,93,26,-100,-38,-111,,,,
Left,-53,-11,16,0,41,25,-67,-24,7,,,,,,,Right,-28,56,-106,24,93,26,-100,-38,-111,,,,,,Straight,-16,-13,14,24,93,26,-100,-38,-111,,,,
Left,-52,-12,16,0,41,25,-67,-24,7,,,,,,,Right,-29,55,-106,24,93,26,-100,-38,-111,,,,,,Straight,-14,-13,15,24,93,26,-100,-38,-111,,,,
Left,-54,-12,17,0,41,25,-67,-24,7,,,,,,,Right,-31,53,-108,24,93,26,-100,-38,-111,,,,,,Straight,-15,-14,14,24,93,26,-100,-38,-111,,,,
Left,-54,-14,15,0,41,25,-67,-24,7,,,,,,,Right,-28,47,-106,24,93,26,-100,-38,-111,,,,,,Straight,-16,-13,14,24,93,26,-100,-38,-111,,,,
Left,-53,-10,15,0,41,25,-67,-24,7,,,,,,,Right,-31,47,-107,24,93,26,-100,-38,-111,,,,,,Straight,-18,-15,12,24,93,26,-100,-38,-111,,,,
Left,-55,-13,13,0,41,25,-67,-24,7,,,,,,,Right,-28,45,-108,24,93,26,-100,-38,-111,,,,,,Straight,-17,-13,13,24,93,26,-100,-38,-111,,,,
Left,-54,-14,14,0,41,25,-67,-24,7,,,,,,,Right,-33,44,-108,24,93,26,-100,-38,-111,,,,,,Straight,-16,-12,15,24,93,26,-100,-38,-111,,,,
Left,-53,-15,13,0,41,25,-67,-24,7,,,,,,,Right,-31,41,-107,24,93,26,-100,-38,-111,,,,,,Straight,-16,-14,14,24,93,26,-100,-38,-111,,,,
Left,-52,-11,14,0,41,25,-67,-24,7,,,,,,,Right,-32,38,-109,24,93,26,-100,-38,-111,,,,,,Straight,-17,-15,15,24,93,26,-100,-38,-111,,,,
Left,-54,-13,16,0,41,25,-67,-24,7,,,,,,,Right,-31,35,-109,24,93,26,-100,-38,-111,,,,,,Straight,-15,-14,14,24,93,26,-100,-38,-111,,,,
Left,-54,-14,16,0,41,25,-67,-24,7,,,,,,,Right,-35,34,-106,24,93,26,-100,-38,-111,,,,,,Straight,-16,-12,15,24,93,26,-100,-38,-111,,,,
Left,-55,-12,14,0,41,25,-67,-24,7,,,,,,,Right,-34,30,-107,24,93,26,-100,-38,-111,,,,,,Straight,-16,-13,13,24,93,26,-100,-38,-111,,,,
Left,-55,-11,14,0,41,25,-67,-24,7,,,,,,,Right,-37,26,-107,24,93,26,-100,-38,-111,,,,,,Straight,-18,-11,14,24,93,26,-100,-38,-111,,,,
Left,-54,-10,13,0,41,25,-67,-24,7,,,,,,,Right,-37,23,-106,24,93,26,-100,-38,-111,,,,,,Straight,-19,-14,15,24,93,26,-100,-38,-111,,,,
Left,-52,-11,13,0,41,25,-67,-24,7,,,,,,,Right,-36,20,-105,24,93,26,-100,-38,-111,,,,,,Straight,-18,-13,16,24,93,26,-100,-38,-111,,,,
Left,-55,-13,15,0,41,25,-67,-24,7,,,,,,,Right,-36,17,-103,24,93,26,-100,-38,-111,,,,,,Straight,-19,-15,15,24,93,26,-100,-38,-111,,,,
Left,-55,-11,14,0,41,25,-67,-24,7,,,,,,,Right,-33,15,-102,24,93,26,-100,-38,-111,,,,,,Straight,-22,-12,16,24,93,26,-100,-38,-111,,,,
Left,-54,-12,17,0,41,25,-67,-24,7,,,,,,,Right,-36,10,-102,24,93,26,-100,-38,-111,,,,,,Straight,-25,-12,16,24,93,26,-100,-38,-111,,,,
Left,-51,-12,16,0,41,25,-67,-24,7,,,,,,,Right,-36,7,-99,24,93,26,-100,-38,-111,,,,,,Straight,-26,-13,17,24,93,26,-100,-38,-111,,,,
Left,-53,-13,16,0,41,25,-67,-24,7,,,,,,,Right,-36,6,-98,24,93,26,-100,-38,-111,,,,,,Straight,-27,-13,18,24,93,26,-100,-38,-111,,,,
Left,-51,-12,15,0,41,25,-67,-24,7,,,,,,,Right,-37,1,-96,24,93,26,-100,-38,-111,,,,,,Straight,-28,-12,19,24,93,26,-100,-38,-111,,,,
Left,-52,-13,16,0,41,25,-67,-24,7,,,,,,,Right,-36,-3,-92,24,93,26,-100,-38,-111,,,,,,Straight,-31,-14,18,24,93,26,-100,-38,-111,,,,
Left,-52,-12,16,0,41,25,-67,-24,7,,,,,,,Right,-35,-7,-91,24,93,26,-100,-38,-111,,,,,,Straight,-33,-14,20,24,93,26,-100,-38,-111,,,,
Left,-53,-11,15,0,41,25,-67,-24,7,,,,,,,Right,-37,-9,-87,24,93,26,-100,-38,-111,,,,,,Straight,-36,-15,17,24,93,26,-100,-38,-111,,,,
Left,-56,-11,16,0,41,25,-67,-24,7,,,,,,,Right,-39,-12,-83,24,93,26,-100,-38,-111,,,,,,Straight,-38,-14,21,24,93,26,-100,-38,-111,,,,
Left,-53,-11,15,0,41,25,-67,-24,7,,,,,,,Right,-35,-17,-81,24,93,26,-100,-38,-111,,,,,,Straight,-42,-13,19,24,93,26,-100,-38,-111,,,,
Left,-55,-12,16,0,41,25,-67,-24,7,,,,,,,Right,-35,-21,-77,24,93,26,-100,-38,-111,,,,,,Straight,-45,-10,21,24,93,26,-100,-38,-111,,,,
Left,-58,-11,15,0,41,25,-67,-24,7,,,,,,,Right,-34,-22,-71,24,93,26,-100,-38,-111,,,,,,Straight,-47,-8,22,24,93,26,-100,-38,-111,,,,
Left,-56,-10,15,0,41,25,-67,-24,7,,,,,,,Right,-34,-24,-72,24,93,26,-100,-38,-111,,,,,,Straight,-49,-9,19,24,93,26,-100,-38,-111,,,,
Left,-59,-8,13,0,41,25,-67,-24,7,,,,,,,Right,-34,-27,-67,24,93,26,-100,-38,-111,,,,,,Straight,-51,-8,20,24,93,26,-100,-38,-111,,,,
Left,-61,-8,15,0,41,25,-67,-24,7,,,,,,,Right,-33,-30,-64,24,93,26,-100,-38,-111,,,,,,Straight,-51,-5,22,24,93,26,-100,-38,-111,,,,
Left,-63,-8,14,0,41,25,-67,-24,7,,,,,,,Right,-30,-31,-59,24,93,26,-100,-38,-111,,,,,,Straight,-54,-5,21,24,93,26,-100,-38,-111,,,,
Left,-65,-8,15,0,41,25,-67,-24,7,,,,,,,Right,-31,-33,-58,24,93,26,-100,-38,-111,,,,,,Straight,-54,-4,20,24,93,26,-100,-38,-111,,,,
Left,-66,-4,15,0,41,25,-67,-24,7,,,,,,,Right,-28,-31,-54,24,93,26,-100,-38,-111,,,,,,Straight,-56,-1,21,24,93,26,-100,-38,-111,,,,
Left,-70,-6,15,0,41,25,-70,-24,7,,,,,,,Right,-28,-33,-48,24,93,26,-100,-38,-111,,,,,,Straight,-57,4,22,24,93,26,-100,-38,-111,,,,
Left,-71,-3,12,0,41,25,-71,-24,7,,,,,,,Right,-26,-35,-47,24,93,26,-100,-38,-111,,,,,,Straight,-58,4,21,24,93,26,-100,-38,-111,,,,
Left,-73,-3,12,0,41,25,-73,-24,7,,,,,,,Right,-25,-35,-44,24,93,26,-100,-38,-111,,,,,,Straight,-59,6,22,24,93,26,-100,-38,-111,,,,
Left,-74,0,12,0,41,25,-74,-24,7,,,,,,,Right,-26,-36,-42,24,93,26,-100,-38,-111,,,,,,Straight,-60,9,22,24,93,26,-100,-38,-111,,,,
Left,-73,0,12,0,41,25,-74,-24,7,,,,,,,Right,-25,-36,-37,24,93,26,-100,-38,-111,,,,,,Straight,-61,12,24,24,93,26,-100,-38,-111,,,,
Left,-73,6,10,0,41,25,-74,-24,7,,,,,,,Right,-25,-38,-35,24,93,26,-100,-38,-111,,,,,,Straight,-62,13,20,24,93,26,-100,-38,-111,,,,
Left,-74,6,12,0,41,25,-74,-24,7,,,,,,,Right,-26,-36,-31,24,93,26,-100,-38,-111,,,,,,Straight,-64,18,22,24,93,26,-100,-38,-111,,,,
Left,-74,9,12,0,41,25,-74,-24,7,,,,,,,Right,-29,-36,-28,24,93,26,-100,-38,-111,,,,,,Straight,-65,16,20,24,93,26,-100,-38,-111,,,,
Left,-76,12,13,0,41,25,-76,-24,7,,,,,,,Right,-29,-36,-23,24,93,26,-100,-38,-111,,,,,,Straight,-61,20,20,24,93,26,-100,-38,-111,,,,
Left,-77,12,10,0,41,25,-77,-24,7,,,,,,,Right,-29,-35,-22,24,93,26,-100,-38,-111,,,,,,Straight,-63,22,18,24,93,26,-100,-38,-111,,,,
Left,-76,17,13,0,41,25,-77,-24,7,,,,,,,Right,-29,-34,-20,24,93,26,-100,-38,-111,,,,,,Straight,-64,27,21,24,93,26,-100,-38,-111,,,,
Left,-75,17,10,0,41,25,-77,-24,7,,,,,,,Right,-30,-35,-19,24,93,26,-100,-38,-111,,,,,,Straight,-64,26,22,24,93,26,-100,-38,-111,,,,
Left,-76,22,11,0,41,25,-77,-24,7,,,,,,,Right,-27,-34,-14,24,93,26,-100,-38,-111,,,,,,Straight,-62,25,20,24,93,26,-100,-38,-111,,,,
Left,-74,23,11,0,41,25,-77,-24,7,,,,,,,Right,-26,-34,-12,24,93,26,-100,-38,-111,,,,,,Straight,-61,29,18,24,93,26,-100,-38,-111,,,,
Left,-74,25,12,0,41,25,-77,-24,7,,,,,,,Right,-26,-34,-11,24,93,26,-100,-38,-111,,,,,,Straight,-62,30,21,24,93,26,-100,-38,-111,,,,
Left,-72,27,12,0,41,25,-77,-24,7,,,,,,,Right,-26,-32,-10,24,93,26,-100,-38,-111,,,,,,Straight,-62,33,18,24,93,26,-100,-38,-111,,,,
Left,-70,31,13,0,41,25,-77,-24,7,,,,,,,Right,-26,-32,-8,24,93,26,-100,-38,-111,,,,,,Straight,-62,30,18,24,93,26,-100,-38,-111,,,,
Left,-69,31,13,0,41,25,-77,-24,7,,,,,,,Right,-28,-30,-7,24,93,26,-100,-38,-111,,,,,,Straight,-60,36,18,24,93,26,-100,-38,-111,,,,
Left,-67,33,15,0,41,25,-77,-24,7,,,,,,,Right,-28,-30,-5,24,93,26,-100,-38,-111,,,,,,Straight,-60,36,20,24,93,26,-100,-38,-111,,,,
Left,-65,32,15,0,41,25,-77,-24,7,,,,,,,Right,-28,-29,-2,24,93,26,-100,-38,-111,,,,,,Straight,-60,35,18,24,93,26,-100,-38,-111,,,,
Left,-64,33,14,0,41,25,-77,-24,7,,,,,,,Right,-28,-28,-1,24,93,26,-100,-38,-111,,,,,,Straight,-56,38,19,24,93,26,-100,-38,-111,,,,
Left,-62,35,15,0,41,25,-77,-24,7,,,,,,,Right,-28,-30,-2,24,93,26,-100,-38,-111,,,,,,Straight,-55,37,17,24,93,26,-100,-38,-111,,,,
Left,-61,36,18,0,41,25,-77,-24,7,,,,,,,Right,-26,-29,0,24,93,26,-100,-38,-111,,,,,,Straight,-55,41,17,24,93,26,-100,-38,-111,,,,
Left,-59,37,16,0,41,25,-77,-24,7,,,,,,,Right,-27,-28,2,24,93,26,-100,-38,-111,,,,,,Straight,-55,41,19,24,93,26,-100,-38,-111,,,,
Left,-58,36,16,0,41,25,-77,-24,7,,,,,,,Right,-26,-28,3,24,93,26,-100,-38,-111,,,,,,Straight,-54,39,20,24,93,26,-100,-38,-111,,,,
Left,-57,37,15,0,41,25,-77,-24,7,,,,,,,Right,-27,-27,4,24,93,26,-100,-38,-111,,,,,,Straight,-52,43,18,24,93,26,-100,-38,-111,,,,
Left,-53,37,16,0,41,25,-77,-24,7,,,,,,,Right,-26,-28,3,24,93,26,-100,-38,-111,,,,,,Straight,-48,43,18,24,93,26,-100,-38,-111,,,,
Left,-52,37,17,0,41,25,-77,-24,7,,,,,,,Right,-27,-25,4,24,93,26,-100,-38,-111,,,,,,Straight,-48,44,17,24,93,26,-100,-38,-111,,,,
Left,-49,35,17,0,41,25,-77,-24,7,,,,,,,Right,-27,-22,5,24,93,26,-100,-38,-111,,,,,,Straight,-47,44,19,24,93,26,-100,-38,-111,,,,
Left,-49,35,17,0,41,25,-77,-24,7,,,,,,,Right,-24,-24,7,24,93,26,-100,-38,-111,,,,,,Straight,-45,44,18,24,93,26,-100,-38,-111,,,,
Left,-47,38,18,0,41,25,-77,-24,7,,,,,,,Right,-26,-24,7,24,93,26,-100,-38,-111,,,,,,Straight,-45,45,18,24,93,26,-100,-38,-111,,,,
Left,-46,37,19,0,41,25,-77,-24,7,,,,,,,Right,-28,-24,9,24,93,26,-100,-38,-111,,,,,,Straight,-42,47,18,24,93,26,-100,-38,-111,,,,
Left,-42,38,18,0,41,25,-77,-24,7,,,,,,,Right,-26,-24,9,24,93,26,-100,-38,-111,,,,,,Straight,-43,46,18,24,93,26,-100,-38,-111,,,,
Left,-41,37,18,0,41,25,-77,-24,7,,,,,,,Right,-27,-20,8,24,93,26,-100,-38,-111,,,,,,Straight,-43,45,18,24,93,26,-100,-38,-111,,,,
Left,-38,39,19,0,41,25,-77,-24,7,,,,,,,Right,-27,-21,9,24,93,26,-100,-38,-111,,,,,,Straight,-42,46,18,24,93,26,-100,-38,-111,,,,
Left,-39,37,19,0,41,25,-77,-24,7,,,,,,,Right,-26,-19,9,24,93,26,-100,-38,-111,,,,,,Straight,-39,44,17,24,93,26,-100,-38,-111,,,,
Left,-36,37,17,0,41,25,-77,-24,7,,,,,,,Right,-28,-21,9,24,93,26,-100,-38,-111,,,,,,Straight,-39,46,18,24,93,26,-100,-38,-111,,,,
Left,-34,38,18,0,41,25,-77,-24,7,,,,,,,Right,-27,-21,10,24,93,26,-100,-38,-111,,,,,,Straight,-39,43,18,24,93,26,-100,-38,-111,,,,
Left,-36,38,16,0,41,25,-77,-24,7,,,,,,,Right,-27,-19,11,24,93,26,-100,-38,-111,,,,,,Straight,-37,46,18,24,93,26,-100,-38,-111,,,,
Left,-32,34,18,0,41,25,-77,-24,7,,,,,,,Right,-28,-19,11,24,93,26,-100,-38,-111,,,,,,Straight,-36,45,18,24,93,26,-100,-38,-111,,,,
Left,-32,39,19,0,41,25,-77,-24,7,,,,,,,Right,-28,-18,12,24,93,26,-100,-38,-111,,,,,,Straight,-35,45,19,24,93,26,-100,-38,-111,,,,
Left,-33,38,18,0,41,25,-77,-24,7,,,,,,,Right,-28,-18,11,24,93,26,-100,-38,-111,,,,,,Straight,-34,45,19,24,93,26,-100,-38,-111,,,,
Left,-33,36,18,0,41,25,-77,-24,7,,,,,,,Right,-30,-20,13,24,93,26,-100,-38,-111,,,,,,Straight,-32,44,19,24,93,26,-100,-38,-111,,,,
Left,-34,39,19,0,41,25,-77,-24,7,,,,,,,Right,-27,-18,13,24,93,26,-100,-38,-111,,,,,,Straight,-30,43,19,24,93,26,-100,-38,-111,,,,
Left,-33,37,16,0,41,25,-77,-24,7,,,,,,,Right,-28,-15,12,24,93,26,-100,-38,-111,,,,,,Straight,-30,42,17,24,93,26,-100,-38,-111,,,,
Left,-32,39,18,0,41,25,-77,-24,7,,,,,,,Right,-30,-16,14,24,93,26,-100,-38,-111,,,,,,Straight,-28,40,19,24,93,26,-100,-38,-111,,,,
Left,-32,38,19,0,41,25,-77,-24,7,,,,,,,Right,-28,-14,16,24,93,26,-100,-38,-111,,,,,,Straight,-25,40,20,24,93,26,-100,-38,-111,,,,
Left,-31,39,19,0,41,25,-77,-24,7,,,,,,,Right,-30,-17,13,24,93,26,-100,-38,-111,,,,,,Straight,-24,39,20,24,93,26,-100,-38,-111,,,,
Left,-32,38,18,0,41,25,-77,-24,7,,,,,,,Right,-28,-12,15,24,93,26,-100,-38,-111,,,,,,Straight,-23,40,19,24,93,26,-100,-38,-111,,,,
Left,-33,42,17,0,42,25,-77,-24,7,,,,,,,Right,-27,-14,15,24,93,26,-100,-38,-111,,,,,,Straight,-21,37,20,24,93,26,-100,-38,-111,,,,
Left,-29,41,16,0,42,25,-77,-24,7,,,,,,,Right,-29,-13,16,24,93,26,-100,-38,-111,,,,,,Straight,-18,35,19,24,93,26,-100,-38,-111,,,,
Left,-29,43,16,0,43,25,-77,-24,7,,,,,,,Right,-30,-12,16,24,93,26,-100,-38,-111,,,,,,Straight,-19,36,21,24,93,26,-100,-38,-111,,,,
Left,-31,43,16,0,43,25,-77,-24,7,,,,,,,Right,-31,-12,16,24,93,26,-100,-38,-111,,,,,,Straight,-17,36,19,24,93,26,-100,-38,-111,,,,
Left,-31,45,15,0,45,25,-77,-24,7,,,,,,,Right,-33,-12,17,24,93,26,-100,-38,-111,,,,,,Straight,-17,35,20,24,93,26,-100,-38,-111,,,,
Left,-31,42,13,0,45,25,-77,-24,7,,,,,,,Right,-33,-11,18,24,93,26,-100,-38,-111,,,,,,Straight,-17,35,20,24,93,26,-100,-38,-111,,,,
Left,-30,45,15,0,45,25,-77,-24,7,,,,,,,Right,-34,-10,17,24,93,26,-100,-38,-111,,,,,,Straight,-18,35,20,24,93,26,-100,-38,-111,,,,
Left,-33,46,15,0,46,25,-77,-24,7,,,,,,,Right,-35,-9,18,24,93,26,-100,-38,-111,,,,,,Straight,-17,33,21,24,93,26,-100,-38,-111,,,,
Left,-30,44,15,0,46,25,-77,-24,7,,,,,,,Right,-37,-7,17,24,93,26,-100,-38,-111,,,,,,Straight,-16,32,19,24,93,26,-100,-38,-111,,,,
Left,-33,44,15,0,46,25,-77,-24,7,,,,,,,Right,-39,-8,17,24,93,26,-100,-38,-111,,,,,,Straight,-18,34,20,24,93,26,-100,-38,-111,,,,
Left,-32,48,16,0,48,25,-77,-24,7,,,,,,,Right,-41,-7,19,24,93,26,-100,-38,-111,,,,,,Straight,-16,33,19,24,93,26,-100,-38,-111,,,,
Left,-31,46,13,0,48,25,-77,-24,7,,,,,,,Right,-41,-7,19,24,93,26,-100,-38,-111,,,,,,Straight,-15,34,19,24,93,26,-100,-38,-111,,,,
Left,-33,46,15,0,48,25,-77,-24,7,,,,,,,Right,-40,-7,19,24,93,26,-100,-38,-111,,,,,,Straight,-17,34,17,24,93,26,-100,-38,-111,,,,
Left,-33,46,13,0,48,25,-77,-24,7,,,,,,,Right,-41,-8,17,24,93,26,-100,-38,-111,,,,,,Straight,-16,36,18,24,93,26,-100,-38,-111,,,,
Left,-32,47,13,0,48,25,-77,-24,7,,,,,,,Right,-41,-9,19,24,93,26,-100,-38,-111,,,,,,Straight,-16,36,17,24,93,26,-100,-38,-111,,,,
Left,-32,46,12,0,48,25,-77,-24,7,,,,,,,Right,-41,-10,18,24,93,26,-100,-38,-111,,,,,,Straight,-16,36,17,24,93,26,-100,-38,-111,,,,
Left,-32,48,12,0,48,25,-77,-24,7,,,,,,,Right,-41,-10,19,24,93,26,-100,-38,-111,,,,,,Straight,-13,35,18,24,93,26,-100,-38,-111,,,,
Left,-33,49,13,0,49,25,-77,-24,7,,,,,,,Right,-40,-9,19,24,93,26,-100,-38,-111,,,,,,Straight,-14,38,17,24,93,26,-100,-38,-111,,,,
Left,-36,50,11,0,50,25,-77,-24,7,,,,,,,Right,-40,-9,19,24,93,26,-100,-38,-111,,,,,,Straight,-13,36,17,24,93,26,-100,-38,-111,,,,
Left,-36,49,11,0,50,25,-77,-24,7,,,,,,,Right,-39,-8,18,24,93,26,-100,-38,-111,,,,,,Straight,-13,38,15,24,93,26,-100,-38,-111,,,,
Left,-35,51,12,0,51,25,-77,-24,7,,,,,,,Right,-41,-8,18,24,93,26,-100,-38,-111,,,,,,Straight,-13,39,18,24,93,26,-100,-38,-111,,,,
Left,-35,52,12,0,52,25,-77,-24,7,,,,,,,Right,-42,-8,19,24,93,26,-100,-38,-111,,,,,,Straight,-13,39,15,24,93,26,-100,-38,-111,,,,
Left,-34,50,11,0,52,25,-77,-24,7,,,,,,,Right,-42,-7,18,24,93,26,-100,-38,-111,,,,,,Straight,-12,38,16,24,93,26,-100,-38,-111,,,,
Left,-35,52,12,0,52,25,-77,-24,7,,,,,,,Right,-44,-6,18,24,93,26,-100,-38,-111,,,,,,Straight,-14,38,14,24,93,26,-100,-38,-111,,,,
Left,-37,49,11,0,52,25,-77,-24,7,,,,,,,Right,-46,-4,20,24,93,26,-100,-38,-111,,,,,,Straight,-11,35,17,24,93,26,-100,-38,-111,,,,
Left,-36,49,11,0,52,25,-77,-24,7,,,,,,,Right,-46,-4,19,24,93,26,-100,-38,-111,,,,,,Straight,-11,37,14,24,93,26,-100,-38,-111,,,,
Left,-37,52,11,0,52,25,-77,-24,7,,,,,,,Right,-49,-2,19,24,93,26,-100,-38,-111,,,,,,Straight,-9,34,16,24,93,26,-100,-38,-111,,,,
Left,-36,51,12,0,52,25,-77,-24,7,,,,,,,Right,-51,0,21,24,93,26,-100,-38,-111,,,,,,Straight,-6,34,13,24,93,26,-100,-38,-111,,,,
Left,-36,52,12,0,52,25,-77,-24,7,,,,,,,Right,-50,-2,19,24,93,26,-100,-38,-111,,,,,,Straight,-5,32,15,24,93,26,-100,-38,-111,,,,
Left,-36,50,13,0,52,25,-77,-24,7,,,,,,,Right,-51,2,20,24,93,26,-100,-38,-111,,,,,,Straight,-5,31,12,24,93,26,-100,-38,-111,,,,
Left,-35,48,12,0,52,25,-77,-24,7,,,,,,,Right,-55,4,21,24,93,26,-100,-38,-111,,,,,,Straight,-1,29,12,24,93,26,-100,-38,-111,,,,
Left,-35,49,13,0,52,25,-77,-24,7,,,,,,,Right,-55,3,20,24,93,26,-100,-38,-111,,,,,,Straight,0,27,11,24,93,26,-100,-38,-111,,,,
Left,-36,49,11,0,52,25,-77,-24,7,,,,,,,Right,-54,9,20,24,93,26,-100,-38,-111,,,,,,Straight,-1,26,10,24,93,26,-100,-38,-111,,,,
Left,-36,50,14,0,52,25,-77,-24,7,,,,,,,Right,-57,10,18,24,93,26,-100,-38,-111,,,,,,Straight,2,24,10,24,93,26,-100,-38,-111,,,,
Left,-35,51,16,0,52,25,-77,-24,7,,,,,,,Right,-57,12,20,24,93,26,-100,-38,-111,,,,,,Straight,3,22,8,24,93,26,-100,-38,-111,,,,
Left,-38,46,13,0,52,25,-77,-24,7,,,,,,,Right,-58,13,21,24,93,26,-100,-38,-111,,,,,,Straight,4,19,9,24,93,26,-100,-38,-111,,,,
Left,-38,47,12,0,52,25,-77,-24,7,,,,,,,Right,-56,14,21,24,93,26,-100,-38,-111,,,,,,Straight,3,17,10,24,93,26,-100,-38,-111,,,,
Left,-38,48,16,0,52,25,-77,-24,7,,,,,,,Right,-58,18,21,24,93,26,-100,-38,-111,,,,,,Straight,3,15,9,24,93,26,-100,-38,-111,,,,
Left,-36,47,12,0,52,25,-77,-24,7,,,,,,,Right,-54,19,20,24,93,26,-100,-38,-111,,,,,,Straight,5,13,7,24,93,26,-100,-38,-111,,,,
Left,-39,49,13,0,52,25,-77,-24,7,,,,,,,Right,-56,20,22,24,93,26,-100,-38,-111,,,,,,Straight,5,12,8,24,93,26,-100,-38,-111,,,,
Left,-37,49,14,0,52,25,-77,-24,7,,,,,,,Right,-55,20,22,24,93,26,-100,-38,-111,,,,,,Straight,3,12,7,24,93,26,-100,-38,-111,,,,
Left,-36,49,12,0,52,25,-77,-24,7,,,,,,,Right,-55,24,19,24,93,26,-100,-38,-111,,,,,,Straight,5,8,8,24,93,26,-100,-38,-111,,,,
Left,-36,50,12,0,52,25,-77,-24,7,,,,,,,Right,-56,23,20,24,93,26,-100,-38,-111,,,,,,Straight,5,7,8,24,93,26,-100,-38,-111,,,,
Left,-34,49,10,0,52,25,-77,-24,7,,,,,,,Right,-55,24,21,24,93,26,-100,-38,-111,,,,,,Straight,2,6,8,24,93,26,-100,-38,-111,,,,
Left,-37,51,12,0,52,25,-77,-24,7,,,,,,,Right,-56,28,20,24,93,26,-100,-38,-111,,,,,,Straight,4,4,9,24,93,26,-100,-38,-111,,,,
Left,-36,52,8,0,52,25,-77,-24,7,,,,,,,Right,-56,28,21,24,93,26,-100,-38,-111,,,,,,Straight,2,1,7,24,93,26,-100,-38,-111,,,,
Left,-32,54,13,0,54,25,-77,-24,7,,,,,,,Right,-54,29,20,24,93,26,-100,-38,-111,,,,,,Straight,0,0,9,24,93,26,-100,-38,-111,,,,
Left,-31,53,11,0,54,25,-77,-24,7,,,,,,,Right,-53,32,20,24,93,26,-100,-38,-111,,,,,,Straight,0,-1,9,24,93,26,-100,-38,-111,,,,
Left,-33,53,8,0,54,25,-77,-24,7,,,,,,,Right,-53,31,20,24,93,26,-100,-38,-111,,,,,,Straight,-2,-3,9,24,93,26,-100,-38,-111,,,,
Left,-30,54,9,0,54,25,-77,-24,7,,,,,,,Right,-54,31,19,24,93,26,-100,-38,-111,,,,,,Straight,-4,-4,10,24,93,26,-100,-38,-111,,,,
