79, 1, 876, 0, -8, 31, -6, 32, -0.00, -5.57, 56.97, -264.17, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 180.00, 350.28, 170.28
79, 0, 131, 0, -7, 30, -6, 30, -0.50, -5.55, 56.47, -269.72, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 185.19, 350.57, 165.37
80, 1, 876, 0, -7, 30, -4, 31, -0.51, -5.62, 55.96, -275.33, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 185.19, 350.85, 165.66
81, 0, 131, 0, -8, 31, -6, 31, -0.00, -5.71, 55.96, -281.05, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 180.00, 351.03, 171.03
82, 0, 145, 0, -9, 30, -6, 30, -0.64, -5.75, 55.32, -286.80, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 186.34, 351.32, 164.98
83, 1, 879, 0, -7, 30, -6, 32, -0.53, -5.83, 54.79, -292.63, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 185.19, 351.58, 166.39
83, 0, 131, 0, -8, 30, -5, 31, -0.58, -5.82, 54.21, -298.45, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 185.71, 351.84, 166.13
84, 1, 875, 0, -7, 31, -6, 31, -0.00, -5.92, 54.21, -304.37, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 180.00, 352.00, 172.00
85, 0, 131, 0, -9, 31, -6, 30, -0.00, -5.99, 54.21, -310.37, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 180.00, 352.14, 172.14
86, 0, 132, 0, -7, 32, -4, 31, 0.55, -6.04, 54.76, -316.41, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 174.81, 352.19, 177.39
87, 1, 876, 0, -9, 30, -6, 32, -0.68, -6.10, 54.08, -322.51, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 186.34, 352.45, 166.11
87, 0, 133, 0, -8, 32, -5, 31, 0.61, -6.11, 54.69, -328.61, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 174.29, 352.48, 178.19
88, 1, 874, 0, -7, 29, -8, 30, -1.11, -6.11, 53.58, -334.72, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 190.30, 352.80, 162.49
89, 0, 132, 0, -8, 31, -6, 31, -0.00, -6.28, 53.58, -341.00, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 180.00, 352.92, 172.92
90, 0, 150, 0, -7, 32, -4, 31, 0.57, -6.32, 54.15, -347.32, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 174.81, 352.96, 178.15
91, 1, 875, 0, -8, 30, -6, 31, -0.64, -6.39, 53.51, -353.71, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 185.71, 353.18, 167.47
91, 0, 132, 0, -8, 31, -3, 31, -0.00, -6.42, 53.51, -360.12, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 180.00, 353.29, 173.29
92, 1, 879, 0, -8, 31, -5, 31, -0.00, -6.49, 53.51, -366.61, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 180.00, 353.41, 173.41
93, 0, 132, 0, -7, 29, -6, 31, -1.17, -6.45, 52.34, -373.07, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 190.30, 353.69, 163.39
94, 1, 834, 0, -6, 32, -5, 31, 0.55, -6.61, 52.89, -379.67, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 175.24, 353.72, 178.48
95, 1, 670, 0, -9, 30, -7, 31, -0.74, -6.66, 52.15, -386.33, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 186.34, 353.93, 167.59
95, 0, 134, 0, -7, 29, -4, 31, -1.20, -6.59, 50.95, -392.92, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 190.30, 354.20, 163.89
96, 1, 880, 0, -7, 31, -3, 31, -0.00, -6.77, 50.95, -399.69, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 180.00, 354.29, 174.29
97, 0, 133, 0, -7, 32, -7, 30, 0.62, -6.81, 51.57, -406.51, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 174.81, 354.30, 179.49
98, 1, 853, 0, -7, 30, -7, 32, -0.63, -6.88, 50.95, -413.39, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 185.19, 354.48, 169.28
99, 1, 625, 0, -6, 30, -6, 31, -0.58, -6.96, 50.37, -420.35, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 184.76, 354.64, 169.88
100, 0, 134, 0, -9, 29, -6, 30, -1.53, -6.88, 48.84, -427.23, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 192.53, 354.92, 162.40
100, 1, 887, 0, -9, 31, -6, 32, -0.00, -7.05, 48.84, -434.29, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 180.00, 355.00, 175.00
101, 0, 134, 0, -8, 31, -6, 31, -0.00, -7.12, 48.84, -441.41, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 180.00, 355.08, 175.08
102, 1, 868, 0, -8, 30, -5, 31, -0.72, -7.16, 48.12, -448.57, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 185.71, 355.25, 169.54
103, 1, 604, 0, -6, 30, -6, 30, -0.60, -7.24, 47.52, -455.81, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 184.76, 355.40, 170.63
104, 0, 134, 0, -6, 29, -3, 31, -1.21, -7.24, 46.31, -463.04, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 189.46, 355.61, 166.15
104, 1, 878, 0, -9, 31, -7, 32, -0.00, -7.33, 46.31, -470.38, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 180.00, 355.68, 175.68
105, 0, 133, 0, -6, 31, -9, 30, -0.00, -7.41, 46.31, -477.78, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 180.00, 355.74, 175.74
106, 1, 865, 0, -8, 30, -7, 31, -0.74, -7.44, 45.57, -485.22, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 185.71, 355.89, 170.18
107, 0, 133, 0, -8, 30, -5, 31, -0.75, -7.51, 44.82, -492.73, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 185.71, 356.04, 170.33
108, 0, 132, 0, -7, 31, -6, 32, -0.00, -7.62, 44.82, -500.35, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 180.00, 356.10, 176.10
109, 1, 878, 0, -6, 31, -3, 30, -0.00, -7.69, 44.82, -508.04, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 180.00, 356.15, 176.15
109, 0, 134, 0, -6, 28, -7, 31, -1.86, -7.46, 42.95, -515.50, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 194.04, 356.41, 162.38
110, 1, 875, 0, -7, 30, -6, 31, -0.70, -7.73, 42.25, -523.22, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 185.19, 356.54, 171.34
111, 0, 132, 0, -8, 32, -6, 32, 0.78, -7.79, 43.03, -531.01, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 174.29, 356.51, -177.78
112, 1, 794, 0, -12, 34, -8, 30, 3.53, -7.07, 46.56, -538.08, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 153.43, 356.18, -157.25
113, 1, 628, 0, -9, 34, -6, 31, 2.52, -7.56, 49.08, -545.64, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 161.57, 355.98, -165.59
114, 0, 160, 0, -12, 32, -6, 31, 1.32, -7.93, 50.40, -553.57, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 170.54, 355.90, -174.64
114, 1, 882, 0, -11, 31, -7, 31, -0.00, -8.04, 50.40, -561.61, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 180.00, 355.96, 175.96
115, 0, 129, 0, -9, 34, -7, 31, 2.56, -7.69, 52.97, -569.30, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 161.57, 355.76, -165.81
116, 1, 879, 0, -9, 34, -6, 31, 2.59, -7.76, 55.56, -577.06, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 161.57, 355.56, -166.00
117, 1, 599, 0, -10, 30, -5, 32, -1.02, -8.19, 54.53, -585.25, 0.00, 18, 20, 13, -19, -19, -13, -19, 30, -3, 187.13, 355.72, 168.60
