mx, my, mz, mx_bias, my_bias, mz_bias, desiredHeading, heading, headingChange, runningMotor,,,,
24,-12,4,-5457,-5076,12765,0,135.14,-135.14, not,,,,
23,-12,4,-5457,-5076,12765,0,135.13,-135.13, not,,,,
20,-12,2,-5457,-5076,12765,0,135.12,-135.12, not,,,,
23,-12,3,-5457,-5076,12765,0,135.13,-135.13, not,,,,
21,-12,3,-5457,-5076,12765,0,135.12,-135.12, not,,,,
25,-14,4,-5457,-5076,12765,0,135.16,-135.16, not,,,,
22,-10,1,-5457,-5076,12765,0,135.12,-135.12, not,,,,
23,-11,6,-5457,-5076,12765,0,135.13,-135.13, not,,,,
23,-14,4,-5457,-5076,12765,0,135.15,-135.15, not,,,,
24,-13,4,-5457,-5076,12765,0,135.14,-135.14, not,,,,
24,-10,4,-5457,-5076,12765,0,135.13,-135.13, not,,,,
24,-12,2,-5457,-5076,12765,0,135.14,-135.14, not,,,,
25,-11,3,-5457,-5076,12765,0,135.14,-135.14, not,,,,
27,-12,3,-5457,-5076,12765,0,135.15,-135.15, not,,,,
28,-12,4,-5457,-5076,12765,0,135.16,-135.16, not,,,,
27,-12,4,-5457,-5076,12765,0,135.15,-135.15, not,,,,
28,-13,5,-5457,-5076,12765,0,135.16,-135.16, not,,,,
29,-13,3,-5457,-5076,12765,0,135.17,-135.17, not,,,,
31,-11,4,-5457,-5076,12765,0,135.17,-135.17, not,,,,
32,-13,4,-5457,-5076,12765,0,135.18,-135.18, not,,,,
32,-13,6,-5457,-5076,12765,0,135.18,-135.18, not,,,,
32,-11,3,-5457,-5076,12765,0,135.17,-135.17, not,,,,
32,-12,3,-5457,-5076,12765,0,135.18,-135.18, not,,,,
34,-12,5,-5457,-5076,12765,0,135.19,-135.19, not,,,,
35,-11,3,-5457,-5076,12765,0,135.19,-135.19, not,,,,
34,-12,4,-5457,-5076,12765,0,135.19,-135.19, not,,,,
36,-11,4,-5457,-5076,12765,0,135.19,-135.19, not,,,,
37,-11,6,-5457,-5076,12765,0,135.2,-135.2, not,,,,
38,-13,6,-5457,-5076,12765,0,135.22,-135.22, not,,,,
36,-12,6,-5457,-5076,12765,0,135.2,-135.2, not,,,,
39,-11,5,-5457,-5076,12765,0,135.21,-135.21, not,,,,
38,-11,6,-5457,-5076,12765,0,135.21,-135.21, not,,,,
38,-13,6,-5457,-5076,12765,0,135.22,-135.22, not,,,,
39,-10,4,-5457,-5076,12765,0,135.21,-135.21, not,,,,
41,-10,6,-5457,-5076,12765,0,135.22,-135.22, not,,,,
41,-8,4,-5457,-5076,12765,0,135.2,-135.2, not,,,,
41,-10,5,-5457,-5076,12765,0,135.22,-135.22, not,,,,
42,-9,5,-5457,-5076,12765,0,135.21,-135.21, not,,,,
41,-8,5,-5457,-5076,12765,0,135.2,-135.2, not,,,,
43,-8,5,-5457,-5076,12765,0,135.21,-135.21, not,,,,
42,-10,5,-5457,-5076,12765,0,135.22,-135.22, not,,,,
40,-9,3,-5457,-5076,12765,0,135.2,-135.2, not,,,,
42,-7,5,-5457,-5076,12765,0,135.2,-135.2, not,,,,
42,-10,4,-5457,-5076,12765,0,135.22,-135.22, not,,,,
42,-7,5,-5457,-5076,12765,0,135.2,-135.2, not,,,,
42,-9,6,-5457,-5076,12765,0,135.21,-135.21, not,,,,
42,-8,3,-5457,-5076,12765,0,135.21,-135.21, not,,,,
42,-10,3,-5457,-5076,12765,0,135.22,-135.22, not,,,,
43,-9,5,-5457,-5076,12765,0,135.22,-135.22, not,,,,
41,-9,7,-5457,-5076,12765,0,135.21,-135.21, not,,,,
43,-11,5,-5457,-5076,12765,0,135.23,-135.23, not,,,,
41,-9,5,-5457,-5076,12765,0,135.21,-135.21, not,,,,
43,-9,5,-5457,-5076,12765,0,135.22,-135.22, not,,,,
45,-9,6,-5457,-5076,12765,0,135.23,-135.23, not,,,,
42,-8,5,-5457,-5076,12765,0,135.21,-135.21, not,,,,
42,-7,5,-5457,-5076,12765,0,135.2,-135.2, not,,,,
44,-8,4,-5457,-5076,12765,0,135.22,-135.22, not,,,,
44,-7,4,-5457,-5076,12765,0,135.21,-135.21, not,,,,
44,-8,6,-5457,-5076,12765,0,135.22,-135.22, not,,,,
41,-8,5,-5457,-5076,12765,0,135.2,-135.2, not,,,,
42,-7,6,-5457,-5076,12765,0,135.2,-135.2, not,,,,
45,-10,6,-5457,-5076,12765,0,135.24,-135.24, not,,,,
43,-9,6,-5457,-5076,12765,0,135.22,-135.22, not,,,,
45,-10,4,-5457,-5076,12765,0,135.24,-135.24, not,,,,
44,-7,5,-5457,-5076,12765,0,135.21,-135.21, not,,,,
43,-8,7,-5457,-5076,12765,0,135.21,-135.21, not,,,,
44,-8,5,-5457,-5076,12765,0,135.22,-135.22, not,,,,
42,-6,5,-5457,-5076,12765,0,135.2,-135.2, not,,,,
44,-9,5,-5457,-5076,12765,0,135.22,-135.22, not,,,,
42,-8,7,-5457,-5076,12765,0,135.21,-135.21, not,,,,
44,-6,6,-5457,-5076,12765,0,135.21,-135.21, not,,,,
44,-8,5,-5457,-5076,12765,0,135.22,-135.22, not,,,,
44,-7,2,-5457,-5076,12765,0,135.21,-135.21, not,,,,
45,-7,7,-5457,-5076,12765,0,135.22,-135.22, not,,,,
44,-8,7,-5457,-5076,12765,0,135.22,-135.22, not,,,,
45,-7,5,-5457,-5076,12765,0,135.22,-135.22, not,,,,
43,-7,5,-5457,-5076,12765,0,135.21,-135.21, not,,,,
46,-6,4,-5457,-5076,12765,0,135.22,-135.22, not,,,,
46,-6,5,-5457,-5076,12765,0,135.22,-135.22, not,,,,
45,-5,5,-5457,-5076,12765,0,135.21,-135.21, not,,,,
46,-5,7,-5457,-5076,12765,0,135.21,-135.21, not,,,,
47,-3,5,-5457,-5076,12765,0,135.21,-135.21, not,,,,
46,-6,5,-5457,-5076,12765,0,135.22,-135.22, not,,,,
47,-5,5,-5457,-5076,12765,0,135.22,-135.22, not,,,,
48,-3,6,-5457,-5076,12765,0,135.21,-135.21, not,,,,
47,-2,6,-5457,-5076,12765,0,135.2,-135.2, not,,,,
48,-3,5,-5457,-5076,12765,0,135.21,-135.21, not,,,,
49,0,4,-5457,-5076,12765,0,135.2,-135.2, not,,,,
49,-2,4,-5457,-5076,12765,0,135.21,-135.21, not,,,,
48,-2,5,-5457,-5076,12765,0,135.21,-135.21, not,,,,
50,-2,7,-5457,-5076,12765,0,135.22,-135.22, not,,,,
50,0,4,-5457,-5076,12765,0,135.21,-135.21, not,,,,
50,2,7,-5457,-5076,12765,0,135.19,-135.19, not,,,,
52,-1,4,-5457,-5076,12765,0,135.22,-135.22, not,,,,
54,2,4,-5457,-5076,12765,0,135.22,-135.22, not,,,,
53,3,3,-5457,-5076,12765,0,135.21,-135.21, not,,,,
53,3,5,-5457,-5076,12765,0,135.21,-135.21, not,,,,
52,3,5,-5457,-5076,12765,0,135.2,-135.2, not,,,,
53,3,5,-5457,-5076,12765,0,135.21,-135.21, not,,,,
52,5,6,-5457,-5076,12765,0,135.19,-135.19, not,,,,
53,6,6,-5457,-5076,12765,0,135.19,-135.19, not,,,,
51,4,4,-5457,-5076,12765,0,135.19,-135.19, not,,,,
53,8,5,-5457,-5076,12765,0,135.18,-135.18, not,,,,
56,5,4,-5457,-5076,12765,0,135.21,-135.21, not,,,,
54,8,4,-5457,-5076,12765,0,135.18,-135.18, not,,,,
53,8,3,-5457,-5076,12765,0,135.18,-135.18, not,,,,
53,9,4,-5457,-5076,12765,0,135.17,-135.17, not,,,,
54,9,6,-5457,-5076,12765,0,135.18,-135.18, not,,,,
55,11,7,-5457,-5076,12765,0,135.17,-135.17, not,,,,
54,8,3,-5457,-5076,12765,0,135.18,-135.18, not,,,,
54,11,5,-5457,-5076,12765,0,135.17,-135.17, not,,,,
53,12,3,-5457,-5076,12765,0,135.15,-135.15, not,,,,
54,12,4,-5457,-5076,12765,0,135.16,-135.16, not,,,,
55,13,5,-5457,-5076,12765,0,135.16,-135.16, not,,,,
54,13,6,-5457,-5076,12765,0,135.15,-135.15, not,,,,
53,14,4,-5457,-5076,12765,0,135.14,-135.14, not,,,,
54,14,4,-5457,-5076,12765,0,135.15,-135.15, not,,,,
54,16,5,-5457,-5076,12765,0,135.14,-135.14, not,,,,
52,18,5,-5457,-5076,12765,0,135.12,-135.12, not,,,,
54,16,4,-5457,-5076,12765,0,135.14,-135.14, not,,,,
52,21,2,-5457,-5076,12765,0,135.1,-135.1, not,,,,
52,18,5,-5457,-5076,12765,0,135.12,-135.12, not,,,,
53,21,2,-5457,-5076,12765,0,135.11,-135.11, not,,,,
52,23,4,-5457,-5076,12765,0,135.09,-135.09, not,,,,
52,21,3,-5457,-5076,12765,0,135.1,-135.1, not,,,,
51,23,3,-5457,-5076,12765,0,135.08,-135.08, not,,,,
50,25,3,-5457,-5076,12765,0,135.07,-135.07, not,,,,
50,25,2,-5457,-5076,12765,0,135.07,-135.07, not,,,,
50,26,1,-5457,-5076,12765,0,135.06,-135.06, not,,,,
49,24,3,-5457,-5076,12765,0,135.07,-135.07, not,,,,
48,26,2,-5457,-5076,12765,0,135.05,-135.05, not,,,,
48,28,-1,-5457,-5076,12765,0,135.04,-135.04, not,,,,
48,28,1,-5457,-5076,12765,0,135.04,-135.04, not,,,,
47,30,1,-5457,-5076,12765,0,135.02,-135.02, not,,,,
48,30,2,-5457,-5076,12765,0,135.03,-135.03, not,,,,
47,31,0,-5457,-5076,12765,0,135.02,-135.02, not,,,,
47,33,1,-5457,-5076,12765,0,135,-135, not,,,,
45,33,1,-5457,-5076,12765,0,135,-135, not,,,,
43,33,0,-5457,-5076,12765,0,134.98,-134.98, not,,,,
43,33,0,-5457,-5076,12765,0,134.98,-134.98, not,,,,
45,32,0,-5457,-5076,12765,0,135,-135, not,,,,
43,34,-2,-5457,-5076,12765,0,134.98,-134.98, not,,,,
42,35,-1,-5457,-5076,12765,0,134.97,-134.97, not,,,,
40,33,1,-5457,-5076,12765,0,134.97,-134.97, not,,,,
42,35,-2,-5457,-5076,12765,0,134.97,-134.97, not,,,,
41,34,-1,-5457,-5076,12765,0,134.97,-134.97, not,,,,
40,36,0,-5457,-5076,12765,0,134.95,-134.95, not,,,,
38,35,0,-5457,-5076,12765,0,134.95,-134.95, not,,,,
41,34,-2,-5457,-5076,12765,0,134.97,-134.97, not,,,,
40,35,0,-5457,-5076,12765,0,134.96,-134.96, not,,,,
41,35,-1,-5457,-5076,12765,0,134.96,-134.96, not,,,,
40,35,0,-5457,-5076,12765,0,134.96,-134.96, not,,,,
38,34,-2,-5457,-5076,12765,0,134.95,-134.95, not,,,,
39,35,1,-5457,-5076,12765,0,134.95,-134.95, not,,,,
40,35,0,-5457,-5076,12765,0,134.96,-134.96, not,,,,
40,36,0,-5457,-5076,12765,0,134.95,-134.95, not,,,,
41,34,-1,-5457,-5076,12765,0,134.97,-134.97, not,,,,
38,36,-1,-5457,-5076,12765,0,134.94,-134.94, not,,,,
38,37,0,-5457,-5076,12765,0,134.94,-134.94, not,,,,
36,38,-2,-5457,-5076,12765,0,134.92,-134.92, not,,,,
36,37,0,-5457,-5076,12765,0,134.92,-134.92, not,,,,
36,38,-1,-5457,-5076,12765,0,134.92,-134.92, not,,,,
33,37,-2,-5457,-5076,12765,0,134.91,-134.91, not,,,,
35,37,-1,-5457,-5076,12765,0,134.92,-134.92, not,,,,
33,35,-2,-5457,-5076,12765,0,134.92,-134.92, not,,,,
32,38,0,-5457,-5076,12765,0,134.9,-134.9, not,,,,
31,38,-2,-5457,-5076,12765,0,134.89,-134.89, not,,,,
30,36,-1,-5457,-5076,12765,0,134.9,-134.9, not,,,,
29,35,-4,-5457,-5076,12765,0,134.9,-134.9, not,,,,
29,39,-1,-5457,-5076,12765,0,134.88,-134.88, not,,,,
26,36,-2,-5457,-5076,12765,0,134.88,-134.88, not,,,,
26,40,-2,-5457,-5076,12765,0,134.86,-134.86, not,,,,
26,38,-2,-5457,-5076,12765,0,134.87,-134.87, not,,,,
26,36,-4,-5457,-5076,12765,0,134.88,-134.88, not,,,,
23,35,-4,-5457,-5076,12765,0,134.87,-134.87, not,,,,
25,36,-3,-5457,-5076,12765,0,134.87,-134.87, not,,,,
21,35,-2,-5457,-5076,12765,0,134.86,-134.86, not,,,,
23,37,-1,-5457,-5076,12765,0,134.86,-134.86, not,,,,
23,35,-3,-5457,-5076,12765,0,134.87,-134.87, not,,,,
19,34,-2,-5457,-5076,12765,0,134.85,-134.85, not,,,,
18,34,-4,-5457,-5076,12765,0,134.85,-134.85, not,,,,
18,35,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
18,35,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
16,34,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
17,35,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
16,35,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
16,34,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
15,34,-1,-5457,-5076,12765,0,134.83,-134.83, not,,,,
16,34,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
16,32,-4,-5457,-5076,12765,0,134.85,-134.85, not,,,,
13,32,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,33,-5,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
12,31,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,30,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
13,32,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,31,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
11,32,-2,-5457,-5076,12765,0,134.82,-134.82, not,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
13,32,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,32,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,30,-5,-5457,-5076,12765,0,134.84,-134.84, not,,,,
11,33,-3,-5457,-5076,12765,0,134.82,-134.82, not,,,,
11,29,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
10,31,-3,-5457,-5076,12765,0,134.82,-134.82, not,,,,
13,32,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
10,32,-1,-5457,-5076,12765,0,134.82,-134.82, not,,,,
11,32,-3,-5457,-5076,12765,0,134.82,-134.82, not,,,,
12,32,-6,-5457,-5076,12765,0,134.83,-134.83, not,,,,
11,28,-1,-5457,-5076,12765,0,134.85,-134.85, not,,,,
11,32,-2,-5457,-5076,12765,0,134.82,-134.82, not,,,,
13,32,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,32,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,31,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
16,34,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
15,34,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
16,33,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
17,34,-2,-5457,-5076,12765,0,134.84,-134.84, not,,,,
18,35,-2,-5457,-5076,12765,0,134.84,-134.84, not,,,,
19,35,-3,-5457,-5076,12765,0,134.85,-134.85, not,,,,
20,37,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
19,36,-1,-5457,-5076,12765,0,134.84,-134.84, not,,,,
22,37,-3,-5457,-5076,12765,0,134.85,-134.85, not,,,,
22,35,-2,-5457,-5076,12765,0,134.86,-134.86, not,,,,
23,35,-4,-5457,-5076,12765,0,134.87,-134.87, not,,,,
24,38,-2,-5457,-5076,12765,0,134.86,-134.86, not,,,,
24,35,-1,-5457,-5076,12765,0,134.87,-134.87, not,,,,
25,38,-2,-5457,-5076,12765,0,134.86,-134.86, not,,,,
27,37,-3,-5457,-5076,12765,0,134.88,-134.88, not,,,,
29,36,-2,-5457,-5076,12765,0,134.89,-134.89, not,,,,
28,37,-2,-5457,-5076,12765,0,134.88,-134.88, not,,,,
30,36,-2,-5457,-5076,12765,0,134.9,-134.9, not,,,,
32,38,-2,-5457,-5076,12765,0,134.9,-134.9, not,,,,
30,37,-1,-5457,-5076,12765,0,134.89,-134.89, not,,,,
32,37,-1,-5457,-5076,12765,0,134.9,-134.9, not,,,,
32,37,0,-5457,-5076,12765,0,134.9,-134.9, not,,,,
33,37,-1,-5457,-5076,12765,0,134.91,-134.91, not,,,,
33,37,0,-5457,-5076,12765,0,134.91,-134.91, not,,,,
34,38,-2,-5457,-5076,12765,0,134.91,-134.91, not,,,,
36,36,0,-5457,-5076,12765,0,134.93,-134.93, not,,,,
37,36,-1,-5457,-5076,12765,0,134.94,-134.94, not,,,,
36,36,0,-5457,-5076,12765,0,134.93,-134.93, not,,,,
36,35,-1,-5457,-5076,12765,0,134.94,-134.94, not,,,,
37,35,-1,-5457,-5076,12765,0,134.94,-134.94, not,,,,
38,36,-2,-5457,-5076,12765,0,134.94,-134.94, not,,,,
39,35,-1,-5457,-5076,12765,0,134.95,-134.95, not,,,,
39,34,0,-5457,-5076,12765,0,134.96,-134.96, not,,,,
40,35,-1,-5457,-5076,12765,0,134.96,-134.96, not,,,,
38,36,0,-5457,-5076,12765,0,134.94,-134.94, not,,,,
41,35,-2,-5457,-5076,12765,0,134.96,-134.96, not,,,,
41,34,0,-5457,-5076,12765,0,134.97,-134.97, not,,,,
43,33,0,-5457,-5076,12765,0,134.98,-134.98, not,,,,
43,31,1,-5457,-5076,12765,0,135,-135, not,,,,
44,33,2,-5457,-5076,12765,0,134.99,-134.99, not,,,,
44,32,0,-5457,-5076,12765,0,134.99,-134.99, not,,,,
43,31,-1,-5457,-5076,12765,0,135,-135, not,,,,
45,32,1,-5457,-5076,12765,0,135,-135, not,,,,
46,30,1,-5457,-5076,12765,0,135.02,-135.02, not,,,,
45,33,2,-5457,-5076,12765,0,135,-135, not,,,,
47,31,0,-5457,-5076,12765,0,135.02,-135.02, not,,,,
45,30,1,-5457,-5076,12765,0,135.01,-135.01, not,,,,
47,32,0,-5457,-5076,12765,0,135.01,-135.01, not,,,,
49,27,1,-5457,-5076,12765,0,135.05,-135.05, not,,,,
48,28,2,-5457,-5076,12765,0,135.04,-135.04, not,,,,
49,30,2,-5457,-5076,12765,0,135.03,-135.03, not,,,,
48,28,2,-5457,-5076,12765,0,135.04,-135.04, not,,,,
49,28,2,-5457,-5076,12765,0,135.04,-135.04, not,,,,
50,26,3,-5457,-5076,12765,0,135.06,-135.06, not,,,,
48,25,2,-5457,-5076,12765,0,135.06,-135.06, not,,,,
52,23,1,-5457,-5076,12765,0,135.09,-135.09, not,,,,
51,22,2,-5457,-5076,12765,0,135.09,-135.09, not,,,,
51,21,1,-5457,-5076,12765,0,135.09,-135.09, not,,,,
52,22,3,-5457,-5076,12765,0,135.09,-135.09, not,,,,
52,22,1,-5457,-5076,12765,0,135.09,-135.09, not,,,,
52,20,3,-5457,-5076,12765,0,135.1,-135.1, not,,,,
52,19,3,-5457,-5076,12765,0,135.11,-135.11, not,,,,
52,18,4,-5457,-5076,12765,0,135.12,-135.12, not,,,,
55,15,7,-5457,-5076,12765,0,135.15,-135.15, not,,,,
54,14,4,-5457,-5076,12765,0,135.15,-135.15, not,,,,
53,15,4,-5457,-5076,12765,0,135.14,-135.14, not,,,,
53,14,5,-5457,-5076,12765,0,135.14,-135.14, not,,,,
54,10,6,-5457,-5076,12765,0,135.17,-135.17, not,,,,
53,13,5,-5457,-5076,12765,0,135.15,-135.15, not,,,,
55,12,6,-5457,-5076,12765,0,135.16,-135.16, not,,,,
53,10,5,-5457,-5076,12765,0,135.17,-135.17, not,,,,
55,11,3,-5457,-5076,12765,0,135.17,-135.17, not,,,,
53,9,3,-5457,-5076,12765,0,135.17,-135.17, not,,,,
54,8,5,-5457,-5076,12765,0,135.18,-135.18, not,,,,
53,6,4,-5457,-5076,12765,0,135.19,-135.19, not,,,,
53,5,4,-5457,-5076,12765,0,135.19,-135.19, not,,,,
52,6,5,-5457,-5076,12765,0,135.18,-135.18, not,,,,
52,3,6,-5457,-5076,12765,0,135.2,-135.2, not,,,,
52,3,3,-5457,-5076,12765,0,135.2,-135.2, not,,,,
51,0,4,-5457,-5076,12765,0,135.21,-135.21, not,,,,
50,-1,6,-5457,-5076,12765,0,135.21,-135.21, not,,,,
49,-1,4,-5457,-5076,12765,0,135.21,-135.21, not,,,,
51,-1,6,-5457,-5076,12765,0,135.22,-135.22, not,,,,
51,-1,4,-5457,-5076,12765,0,135.22,-135.22, not,,,,
48,-5,5,-5457,-5076,12765,0,135.22,-135.22, not,,,,
48,-5,4,-5457,-5076,12765,0,135.22,-135.22, not,,,,
48,-5,4,-5457,-5076,12765,0,135.22,-135.22, not,,,,
46,-9,6,-5457,-5076,12765,0,135.24,-135.24, not,,,,
45,-7,4,-5457,-5076,12765,0,135.22,-135.22, not,,,,
45,-7,5,-5457,-5076,12765,0,135.22,-135.22, not,,,,
45,-8,4,-5457,-5076,12765,0,135.23,-135.23, not,,,,
44,-9,5,-5457,-5076,12765,0,135.22,-135.22, not,,,,
43,-10,5,-5457,-5076,12765,0,135.23,-135.23, not,,,,
39,-10,4,-5457,-5076,12765,0,135.21,-135.21, not,,,,
40,-9,5,-5457,-5076,12765,0,135.2,-135.2, not,,,,
39,-9,5,-5457,-5076,12765,0,135.2,-135.2, not,,,,
38,-10,4,-5457,-5076,12765,0,135.2,-135.2, not,,,,
37,-13,3,-5457,-5076,12765,0,135.21,-135.21, not,,,,
35,-12,3,-5457,-5076,12765,0,135.19,-135.19, not,,,,
33,-11,4,-5457,-5076,12765,0,135.18,-135.18, not,,,,
31,-12,5,-5457,-5076,12765,0,135.17,-135.17, not,,,,
30,-11,5,-5457,-5076,12765,0,135.17,-135.17, not,,,,
31,-13,4,-5457,-5076,12765,0,135.18,-135.18, not,,,,
30,-12,5,-5457,-5076,12765,0,135.17,-135.17, not,,,,
26,-13,6,-5457,-5076,12765,0,135.15,-135.15, not,,,,
24,-12,4,-5457,-5076,12765,0,135.14,-135.14, not,,,,
25,-11,3,-5457,-5076,12765,0,135.14,-135.14, not,,,,
23,-12,4,-5457,-5076,12765,0,135.13,-135.13, not,,,,
21,-11,1,-5457,-5076,12765,0,135.12,-135.12, not,,,,
22,-11,2,-5457,-5076,12765,0,135.12,-135.12, not,,,,
18,-9,2,-5457,-5076,12765,0,135.09,-135.09, not,,,,
18,-10,1,-5457,-5076,12765,0,135.1,-135.1, not,,,,
18,-10,1,-5457,-5076,12765,0,135.1,-135.1, not,,,,
17,-9,2,-5457,-5076,12765,0,135.08,-135.08, not,,,,
15,-10,2,-5457,-5076,12765,0,135.08,-135.08, not,,,,
14,-10,2,-5457,-5076,12765,0,135.08,-135.08, not,,,,
15,-7,1,-5457,-5076,12765,0,135.06,-135.06, not,,,,
14,-8,1,-5457,-5076,12765,0,135.06,-135.06, not,,,,
12,-7,2,-5457,-5076,12765,0,135.05,-135.05, not,,,,
11,-7,2,-5457,-5076,12765,0,135.04,-135.04, not,,,,
9,-4,0,-5457,-5076,12765,0,135.01,-135.01, not,,,,
10,-5,2,-5457,-5076,12765,0,135.02,-135.02, not,,,,
8,-6,1,-5457,-5076,12765,0,135.02,-135.02, not,,,,
7,-1,-1,-5457,-5076,12765,0,134.99,-134.99, not,,,,
6,-3,-1,-5457,-5076,12765,0,135,-135, not,,,,
6,-1,1,-5457,-5076,12765,0,134.98,-134.98, not,,,,
5,-2,1,-5457,-5076,12765,0,134.98,-134.98, not,,,,
3,-1,0,-5457,-5076,12765,0,134.97,-134.97, not,,,,
5,0,-1,-5457,-5076,12765,0,134.97,-134.97, not,,,,
5,2,1,-5457,-5076,12765,0,134.96,-134.96, not,,,,
3,1,1,-5457,-5076,12765,0,134.95,-134.95, not,,,,
4,2,-1,-5457,-5076,12765,0,134.95,-134.95, not,,,,
3,3,-1,-5457,-5076,12765,0,134.94,-134.94, not,,,,
3,3,-1,-5457,-5076,12765,0,134.94,-134.94, not,,,,
4,4,-1,-5457,-5076,12765,0,134.94,-134.94, not,,,,
1,5,-1,-5457,-5076,12765,0,134.92,-134.92, not,,,,
3,5,-2,-5457,-5076,12765,0,134.93,-134.93, not,,,,
2,6,-2,-5457,-5076,12765,0,134.92,-134.92, not,,,,
2,4,-3,-5457,-5076,12765,0,134.93,-134.93, not,,,,
3,8,-3,-5457,-5076,12765,0,134.91,-134.91, not,,,,
2,4,0,-5457,-5076,12765,0,134.93,-134.93, not,,,,
2,6,-2,-5457,-5076,12765,0,134.92,-134.92, not,,,,
1,7,-2,-5457,-5076,12765,0,134.91,-134.91, not,,,,
2,10,-1,-5457,-5076,12765,0,134.9,-134.9, not,,,,
2,9,0,-5457,-5076,12765,0,134.9,-134.9, not,,,,
1,7,-3,-5457,-5076,12765,0,134.91,-134.91, not,,,,
2,7,-3,-5457,-5076,12765,0,134.92,-134.92, not,,,,
2,7,0,-5457,-5076,12765,0,134.92,-134.92, not,,,,
3,6,0,-5457,-5076,12765,0,134.93,-134.93, not,,,,
2,7,-2,-5457,-5076,12765,0,134.92,-134.92, not,,,,
3,8,-2,-5457,-5076,12765,0,134.91,-134.91, not,,,,
4,7,1,-5457,-5076,12765,0,134.93,-134.93, not,,,,
2,7,-2,-5457,-5076,12765,0,134.92,-134.92, not,,,,
3,7,-2,-5457,-5076,12765,0,134.92,-134.92, not,,,,
1,7,-3,-5457,-5076,12765,0,134.91,-134.91, not,,,,
2,6,-1,-5457,-5076,12765,0,134.92,-134.92, not,,,,
2,7,-1,-5457,-5076,12765,0,134.92,-134.92, not,,,,
3,6,-2,-5457,-5076,12765,0,134.93,-134.93, not,,,,
0,6,-2,-5457,-5076,12765,0,134.91,-134.91, not,,,,
4,8,-3,-5457,-5076,12765,0,134.92,-134.92, not,,,,
0,6,0,-5457,-5076,12765,0,134.91,-134.91, not,,,,
2,8,-4,-5457,-5076,12765,0,134.91,-134.91, not,,,,
2,10,-3,-5457,-5076,12765,0,134.9,-134.9, not,,,,
-1,8,-2,-5457,-5076,12765,0,134.89,-134.89, not,,,,
3,11,-2,-5457,-5076,12765,0,134.9,-134.9, not,,,,
2,9,-2,-5457,-5076,12765,0,134.9,-134.9, not,,,,
4,12,-2,-5457,-5076,12765,0,134.9,-134.9, not,,,,
1,12,-3,-5457,-5076,12765,0,134.88,-134.88, not,,,,
2,13,-2,-5457,-5076,12765,0,134.88,-134.88, not,,,,
2,12,-2,-5457,-5076,12765,0,134.89,-134.89, not,,,,
2,14,-2,-5457,-5076,12765,0,134.88,-134.88, not,,,,
2,14,-2,-5457,-5076,12765,0,134.88,-134.88, not,,,,
1,16,-3,-5457,-5076,12765,0,134.86,-134.86, not,,,,
1,17,-1,-5457,-5076,12765,0,134.85,-134.85, not,,,,
0,16,-3,-5457,-5076,12765,0,134.85,-134.85, not,,,,
4,16,-3,-5457,-5076,12765,0,134.87,-134.87, not,,,,
2,17,-2,-5457,-5076,12765,0,134.86,-134.86, not,,,,
3,19,-1,-5457,-5076,12765,0,134.85,-134.85, not,,,,
2,19,-6,-5457,-5076,12765,0,134.85,-134.85, not,,,,
4,20,-3,-5457,-5076,12765,0,134.85,-134.85, not,,,,
3,18,-3,-5457,-5076,12765,0,134.86,-134.86, not,,,,
5,21,-3,-5457,-5076,12765,0,134.85,-134.85, not,,,,
3,21,-1,-5457,-5076,12765,0,134.84,-134.84, not,,,,
4,23,-2,-5457,-5076,12765,0,134.84,-134.84, not,,,,
7,22,-1,-5457,-5076,12765,0,134.86,-134.86, not,,,,
5,24,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
4,25,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
