mx, my, mz, mx_bias, my_bias, mz_bias, desiredHeading, heading, headingChange, runningMotor,,,,
3,25,-2,-5457,-5076,12765,0,134.82,-134.82, not,,,,
5,25,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
9,26,-5,-5457,-5076,12765,0,134.85,-134.85, not,,,,
10,28,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
10,28,-5,-5457,-5076,12765,0,134.84,-134.84, not,,,,
10,29,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
8,29,-5,-5457,-5076,12765,0,134.82,-134.82, not,,,,
10,29,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
10,29,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
11,30,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,29,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
10,30,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
11,30,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,31,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,31,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,32,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
11,30,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,33,-2,-5457,-5076,12765,0,134.82,-134.82, not,,,,
12,31,-5,-5457,-5076,12765,0,134.83,-134.83, not,,,,
11,31,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,30,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
11,30,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
11,31,-1,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,31,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,31,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
11,33,-3,-5457,-5076,12765,0,134.82,-134.82, not,,,,
13,32,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,30,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
11,31,-1,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
13,31,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
12,29,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
11,33,-3,-5457,-5076,12765,0,134.82,-134.82, not,,,,
14,33,-5,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,32,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,32,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,33,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,31,-1,-5457,-5076,12765,0,134.84,-134.84, not,,,,
15,33,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
11,31,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,33,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
13,32,-5,-5457,-5076,12765,0,134.83,-134.83, not,,,,
11,32,-3,-5457,-5076,12765,0,134.82,-134.82, not,,,,
12,29,-5,-5457,-5076,12765,0,134.84,-134.84, not,,,,
12,31,-1,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,31,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,33,-5,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,33,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,33,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
15,31,-5,-5457,-5076,12765,0,134.85,-134.85, not,,,,
15,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,34,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,33,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
15,33,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
12,32,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
15,33,-6,-5457,-5076,12765,0,134.84,-134.84, not,,,,
12,33,-4,-5457,-5076,12765,0,134.82,-134.82, not,,,,
13,31,-5,-5457,-5076,12765,0,134.84,-134.84, not,,,,
12,31,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,33,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
16,32,-5,-5457,-5076,12765,0,134.85,-134.85, not,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,33,-1,-5457,-5076,12765,0,134.83,-134.83, not,,,,
11,31,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
11,32,-3,-5457,-5076,12765,0,134.82,-134.82, not,,,,
13,31,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
15,34,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-1,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,33,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-5,-5457,-5076,12765,0,134.84,-134.84, not,,,,
12,32,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,31,-3,-5457,-5076,12765,0,134.85,-134.85, not,,,,
13,31,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
15,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
12,32,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
11,32,-4,-5457,-5076,12765,0,134.82,-134.82, not,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
11,32,-5,-5457,-5076,12765,0,134.82,-134.82, not,,,,
15,32,-5,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,33,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,33,-1,-5457,-5076,12765,0,134.82,-134.82, not,,,,
12,33,-4,-5457,-5076,12765,0,134.82,-134.82, not,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
16,32,-3,-5457,-5076,12765,0,134.85,-134.85, not,,,,
14,32,-5,-5457,-5076,12765,0,134.84,-134.84, not,,,,
15,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,34,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,30,-2,-5457,-5076,12765,0,134.84,-134.84, not,,,,
12,34,-3,-5457,-5076,12765,0,134.82,-134.82, not,,,,
15,33,-2,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,33,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,33,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
15,31,-4,-5457,-5076,12765,0,134.85,-134.85, not,,,,
15,33,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
12,31,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
11,32,-2,-5457,-5076,12765,0,134.82,-134.82, not,,,,
13,33,-5,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,33,-4,-5457,-5076,12765,0,134.82,-134.82, not,,,,
13,34,-2,-5457,-5076,12765,0,134.82,-134.82, not,,,,
14,32,-2,-5457,-5076,12765,0,134.84,-134.84, not,,,,
13,33,-1,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,34,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,34,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
15,33,-2,-5457,-5076,12765,0,134.84,-134.84, not,,,,
13,32,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,33,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,32,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-2,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,30,-2,-5457,-5076,12765,0,134.85,-134.85, not,,,,
13,32,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,34,-3,-5457,-5076,12765,0,134.82,-134.82, not,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,35,-3,-5457,-5076,12765,0,134.82,-134.82, not,,,,
12,34,-3,-5457,-5076,12765,0,134.82,-134.82, not,,,,
13,32,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,31,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,34,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
16,32,-4,-5457,-5076,12765,0,134.85,-134.85, not,,,,
14,35,-4,-5457,-5076,12765,0,134.82,-134.82, not,,,,
15,33,-5,-5457,-5076,12765,0,134.84,-134.84, not,,,,
11,31,-5,-5457,-5076,12765,0,134.83,-134.83, not,,,,
15,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
15,31,-5,-5457,-5076,12765,0,134.85,-134.85, not,,,,
13,32,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,33,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,32,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
11,32,-3,-5457,-5076,12765,0,134.82,-134.82, not,,,,
14,33,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
15,33,-5,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,33,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,33,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-2,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,34,-5,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,32,-1,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,33,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
16,32,-6,-5457,-5076,12765,0,134.85,-134.85, not,,,,
13,33,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-2,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
13,32,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,31,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
15,31,-3,-5457,-5076,12765,0,134.85,-134.85, not,,,,
14,33,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,34,-5,-5457,-5076,12765,0,134.82,-134.82, not,,,,
14,31,-4,-5457,-5076,12765,0,134.85,-134.85, not,,,,
13,32,-2,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,32,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,34,-3,-5457,-5076,12765,0,134.82,-134.82, not,,,,
13,33,-5,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-1,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,32,-5,-5457,-5076,12765,0,134.84,-134.84, not,,,,
15,33,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
13,31,-2,-5457,-5076,12765,0,134.84,-134.84, not,,,,
13,33,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,30,-6,-5457,-5076,12765,0,134.85,-134.85, not,,,,
13,33,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,33,-5,-5457,-5076,12765,0,134.83,-134.83, not,,,,
15,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
13,31,-2,-5457,-5076,12765,0,134.84,-134.84, not,,,,
15,31,-4,-5457,-5076,12765,0,134.85,-134.85, not,,,,
13,31,-5,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,30,-2,-5457,-5076,12765,0,134.85,-134.85, not,,,,
13,31,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,33,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,31,-3,-5457,-5076,12765,0,134.85,-134.85, not,,,,
13,30,-6,-5457,-5076,12765,0,134.85,-134.85, not,,,,
13,32,-6,-5457,-5076,12765,0,134.83,-134.83, not,,,,
15,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
12,33,-5,-5457,-5076,12765,0,134.82,-134.82, not,,,,
15,34,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,33,-5,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,33,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
12,31,-5,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
13,30,-3,-5457,-5076,12765,0,134.85,-134.85, not,,,,
14,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,32,-5,-5457,-5076,12765,0,134.84,-134.84, not,,,,
13,30,-3,-5457,-5076,12765,0,134.85,-134.85, not,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
13,32,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
15,31,-5,-5457,-5076,12765,0,134.85,-134.85, not,,,,
13,34,-5,-5457,-5076,12765,0,134.82,-134.82, not,,,,
13,32,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
16,31,-5,-5457,-5076,12765,0,134.86,-134.86, not,,,,
17,35,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,33,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-5,-5457,-5076,12765,0,134.84,-134.84, not,,,,
15,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,34,-3,-5457,-5076,12765,0,134.83,-134.83, not,,,,
13,33,-4,-5457,-5076,12765,0,134.83,-134.83, not,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, not,,,,
15,32,-5,-5457,-5076,12765,0,134.84,-134.84, not,,,,
14,32,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
13,31,-6,-5457,-5076,12765,0,134.84,-134.84, not,,,,
13,32,-5,-5457,-5076,12765,0,134.83,-134.83, not,,,,
16,33,-4,-5457,-5076,12765,0,134.84,-134.84, not,,,,
15,31,-6,-5457,-5076,12765,0,134.85,-134.85, not,,,,
,,,,,,,,,,,,,
13,32,-5,-5457,-5076,12765,0,134.83,-134.83, running,,,,
14,32,-1,-5457,-5076,12765,0,134.84,-134.84, running,,,,
15,33,-4,-5457,-5076,12765,0,134.84,-134.84, running,,,,
17,31,-3,-5457,-5076,12765,0,134.86,-134.86, running,,,,
13,32,-2,-5457,-5076,12765,0,134.83,-134.83, running,,,,
13,34,-3,-5457,-5076,12765,0,134.82,-134.82, running,,,,
15,33,-4,-5457,-5076,12765,0,134.84,-134.84, running,,,,
14,31,-3,-5457,-5076,12765,0,134.85,-134.85, running,,,,
14,34,-3,-5457,-5076,12765,0,134.83,-134.83, running,,,,
14,33,-3,-5457,-5076,12765,0,134.83,-134.83, running,,,,
14,31,-4,-5457,-5076,12765,0,134.85,-134.85, running,,,,
14,32,-4,-5457,-5076,12765,0,134.84,-134.84, running,,,,
16,32,-3,-5457,-5076,12765,0,134.85,-134.85, running,,,,
16,33,-4,-5457,-5076,12765,0,134.84,-134.84, running,,,,
12,33,-5,-5457,-5076,12765,0,134.82,-134.82, running,,,,
14,32,-2,-5457,-5076,12765,0,134.84,-134.84, running,,,,
16,34,-4,-5457,-5076,12765,0,134.84,-134.84, running,,,,
15,32,-4,-5457,-5076,12765,0,134.84,-134.84, running,,,,
15,33,-2,-5457,-5076,12765,0,134.84,-134.84, running,,,,
14,33,-3,-5457,-5076,12765,0,134.83,-134.83, running,,,,
16,34,-2,-5457,-5076,12765,0,134.84,-134.84, running,,,,
13,31,-5,-5457,-5076,12765,0,134.84,-134.84, running,,,,
15,30,-4,-5457,-5076,12765,0,134.85,-134.85, running,,,,
14,34,-4,-5457,-5076,12765,0,134.83,-134.83, running,,,,
16,34,-2,-5457,-5076,12765,0,134.84,-134.84, running,,,,
15,32,-3,-5457,-5076,12765,0,134.84,-134.84, running,,,,
14,30,-5,-5457,-5076,12765,0,134.85,-134.85, running,,,,
13,31,-3,-5457,-5076,12765,0,134.84,-134.84, running,,,,
15,32,-3,-5457,-5076,12765,0,134.84,-134.84, running,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, running,,,,
15,33,-7,-5457,-5076,12765,0,134.84,-134.84, running,,,,
14,31,-5,-5457,-5076,12765,0,134.85,-134.85, running,,,,
14,32,-4,-5457,-5076,12765,0,134.84,-134.84, running,,,,
14,30,-2,-5457,-5076,12765,0,134.85,-134.85, running,,,,
16,33,-4,-5457,-5076,12765,0,134.84,-134.84, running,,,,
17,32,-3,-5457,-5076,12765,0,134.85,-134.85, running,,,,
14,34,-2,-5457,-5076,12765,0,134.83,-134.83, running,,,,
13,33,-4,-5457,-5076,12765,0,134.83,-134.83, running,,,,
15,32,-4,-5457,-5076,12765,0,134.84,-134.84, running,,,,
14,32,-2,-5457,-5076,12765,0,134.84,-134.84, running,,,,
12,32,-4,-5457,-5076,12765,0,134.83,-134.83, running,,,,
13,32,-3,-5457,-5076,12765,0,134.83,-134.83, running,,,,
16,33,-3,-5457,-5076,12765,0,134.84,-134.84, running,,,,
15,32,-3,-5457,-5076,12765,0,134.84,-134.84, running,,,,
14,33,-5,-5457,-5076,12765,0,134.83,-134.83, running,,,,
14,32,-1,-5457,-5076,12765,0,134.84,-134.84, running,,,,
14,33,-4,-5457,-5076,12765,0,134.83,-134.83, running,,,,
15,34,-4,-5457,-5076,12765,0,134.83,-134.83, running,,,,
14,32,-3,-5457,-5076,12765,0,134.84,-134.84, running,,,,
14,33,-4,-5457,-5076,12765,0,134.83,-134.83, running,,,,
14,31,-5,-5457,-5076,12765,0,134.85,-134.85, running,,,,
13,33,-4,-5457,-5076,12765,0,134.83,-134.83, running,,,,
13,32,-4,-5457,-5076,12765,0,134.83,-134.83, running,,,,
12,34,-4,-5457,-5076,12765,0,134.82,-134.82, running,,,,
15,30,-4,-5457,-5076,12765,0,134.85,-134.85, running,,,,
14,32,-6,-5457,-5076,12765,0,134.84,-134.84, running,,,,
13,32,-2,-5457,-5076,12765,0,134.83,-134.83, running,,,,
13,31,-2,-5457,-5076,12765,0,134.84,-134.84, running,,,,
12,32,-5,-5457,-5076,12765,0,134.83,-134.83, running,,,,
14,31,-2,-5457,-5076,12765,0,134.85,-134.85, running,,,,
10,31,-3,-5457,-5076,12765,0,134.82,-134.82, running,,,,
11,29,-3,-5457,-5076,12765,0,134.84,-134.84, running,,,,
10,30,-2,-5457,-5076,12765,0,134.83,-134.83, running,,,,
10,28,-5,-5457,-5076,12765,0,134.84,-134.84, running,,,,
11,31,-4,-5457,-5076,12765,0,134.83,-134.83, running,,,,
9,30,-4,-5457,-5076,12765,0,134.82,-134.82, running,,,,
9,29,-2,-5457,-5076,12765,0,134.83,-134.83, running,,,,
10,30,-6,-5457,-5076,12765,0,134.83,-134.83, running,,,,
9,28,-5,-5457,-5076,12765,0,134.84,-134.84, running,,,,
9,29,-3,-5457,-5076,12765,0,134.83,-134.83, running,,,,
6,28,-6,-5457,-5076,12765,0,134.82,-134.82, running,,,,
9,26,-3,-5457,-5076,12765,0,134.85,-134.85, running,,,,
6,25,-4,-5457,-5076,12765,0,134.84,-134.84, running,,,,
5,26,-3,-5457,-5076,12765,0,134.83,-134.83, running,,,,
6,23,-4,-5457,-5076,12765,0,134.85,-134.85, running,,,,
7,24,-1,-5457,-5076,12765,0,134.85,-134.85, running,,,,
4,22,-3,-5457,-5076,12765,0,134.84,-134.84, running,,,,
4,22,-3,-5457,-5076,12765,0,134.84,-134.84, running,,,,
4,21,-3,-5457,-5076,12765,0,134.85,-134.85, running,,,,
5,21,-3,-5457,-5076,12765,0,134.85,-134.85, running,,,,
4,20,-3,-5457,-5076,12765,0,134.85,-134.85, running,,,,
3,19,-3,-5457,-5076,12765,0,134.85,-134.85, running,,,,
3,18,-1,-5457,-5076,12765,0,134.86,-134.86, running,,,,
5,19,-2,-5457,-5076,12765,0,134.86,-134.86, running,,,,
3,17,-2,-5457,-5076,12765,0,134.86,-134.86, running,,,,
2,15,-2,-5457,-5076,12765,0,134.87,-134.87, running,,,,
3,16,0,-5457,-5076,12765,0,134.87,-134.87, running,,,,
0,17,-3,-5457,-5076,12765,0,134.85,-134.85, running,,,,
2,15,-2,-5457,-5076,12765,0,134.87,-134.87, running,,,,
2,15,-2,-5457,-5076,12765,0,134.87,-134.87, running,,,,
1,13,-2,-5457,-5076,12765,0,134.88,-134.88, running,,,,
2,14,-2,-5457,-5076,12765,0,134.88,-134.88, running,,,,
3,11,-2,-5457,-5076,12765,0,134.9,-134.9, running,,,,
1,11,-2,-5457,-5076,12765,0,134.89,-134.89, running,,,,
1,10,-2,-5457,-5076,12765,0,134.89,-134.89, running,,,,
2,12,-4,-5457,-5076,12765,0,134.89,-134.89, running,,,,
0,8,-2,-5457,-5076,12765,0,134.9,-134.9, running,,,,
1,9,-2,-5457,-5076,12765,0,134.9,-134.9, running,,,,
3,9,-2,-5457,-5076,12765,0,134.91,-134.91, running,,,,
2,7,-1,-5457,-5076,12765,0,134.92,-134.92, running,,,,
2,7,-3,-5457,-5076,12765,0,134.92,-134.92, running,,,,
2,6,-2,-5457,-5076,12765,0,134.92,-134.92, running,,,,
3,6,-2,-5457,-5076,12765,0,134.93,-134.93, running,,,,
2,7,-1,-5457,-5076,12765,0,134.92,-134.92, running,,,,
2,4,-2,-5457,-5076,12765,0,134.93,-134.93, running,,,,
1,5,-1,-5457,-5076,12765,0,134.92,-134.92, running,,,,
4,5,0,-5457,-5076,12765,0,134.94,-134.94, running,,,,
3,5,-2,-5457,-5076,12765,0,134.93,-134.93, running,,,,
3,6,-1,-5457,-5076,12765,0,134.93,-134.93, running,,,,
2,4,-1,-5457,-5076,12765,0,134.93,-134.93, running,,,,
3,5,0,-5457,-5076,12765,0,134.93,-134.93, running,,,,
4,3,-1,-5457,-5076,12765,0,134.95,-134.95, running,,,,
5,4,-2,-5457,-5076,12765,0,134.95,-134.95, running,,,,
3,1,0,-5457,-5076,12765,0,134.95,-134.95, running,,,,
5,3,-1,-5457,-5076,12765,0,134.96,-134.96, running,,,,
4,1,0,-5457,-5076,12765,0,134.96,-134.96, running,,,,
5,2,-1,-5457,-5076,12765,0,134.96,-134.96, running,,,,
7,4,0,-5457,-5076,12765,0,134.96,-134.96, running,,,,
6,2,0,-5457,-5076,12765,0,134.97,-134.97, running,,,,
5,0,1,-5457,-5076,12765,0,134.97,-134.97, running,,,,
6,-1,-2,-5457,-5076,12765,0,134.98,-134.98, running,,,,
6,-1,-1,-5457,-5076,12765,0,134.98,-134.98, running,,,,
8,-1,2,-5457,-5076,12765,0,134.99,-134.99, running,,,,
7,-2,0,-5457,-5076,12765,0,134.99,-134.99, running,,,,
5,-2,1,-5457,-5076,12765,0,134.98,-134.98, running,,,,
8,0,0,-5457,-5076,12765,0,134.99,-134.99, running,,,,
6,-1,-1,-5457,-5076,12765,0,134.98,-134.98, running,,,,
7,-3,0,-5457,-5076,12765,0,135,-135, running,,,,
7,-4,1,-5457,-5076,12765,0,135,-135, running,,,,
8,-2,1,-5457,-5076,12765,0,135,-135, running,,,,
9,-4,0,-5457,-5076,12765,0,135.01,-135.01, running,,,,
10,-3,-1,-5457,-5076,12765,0,135.01,-135.01, running,,,,
9,-4,1,-5457,-5076,12765,0,135.01,-135.01, running,,,,
9,-4,1,-5457,-5076,12765,0,135.01,-135.01, running,,,,
10,-5,2,-5457,-5076,12765,0,135.02,-135.02, running,,,,
9,-4,2,-5457,-5076,12765,0,135.01,-135.01, running,,,,
11,-6,1,-5457,-5076,12765,0,135.03,-135.03, running,,,,
10,-3,2,-5457,-5076,12765,0,135.01,-135.01, running,,,,
10,-5,1,-5457,-5076,12765,0,135.02,-135.02, running,,,,
12,-7,1,-5457,-5076,12765,0,135.05,-135.05, running,,,,
12,-6,2,-5457,-5076,12765,0,135.04,-135.04, running,,,,
10,-9,-1,-5457,-5076,12765,0,135.05,-135.05, running,,,,
12,-8,0,-5457,-5076,12765,0,135.05,-135.05, running,,,,
11,-7,1,-5457,-5076,12765,0,135.04,-135.04, running,,,,
13,-5,1,-5457,-5076,12765,0,135.04,-135.04, running,,,,
15,-8,0,-5457,-5076,12765,0,135.07,-135.07, running,,,,
13,-8,1,-5457,-5076,12765,0,135.06,-135.06, running,,,,
15,-7,1,-5457,-5076,12765,0,135.06,-135.06, running,,,,
16,-8,2,-5457,-5076,12765,0,135.07,-135.07, running,,,,
16,-10,5,-5457,-5076,12765,0,135.09,-135.09, running,,,,
17,-11,3,-5457,-5076,12765,0,135.1,-135.1, running,,,,
16,-11,3,-5457,-5076,12765,0,135.09,-135.09, running,,,,
15,-9,3,-5457,-5076,12765,0,135.07,-135.07, running,,,,
17,-10,2,-5457,-5076,12765,0,135.09,-135.09, running,,,,
18,-11,3,-5457,-5076,12765,0,135.1,-135.1, running,,,,
18,-8,1,-5457,-5076,12765,0,135.08,-135.08, running,,,,
18,-8,2,-5457,-5076,12765,0,135.08,-135.08, running,,,,
18,-11,2,-5457,-5076,12765,0,135.1,-135.1, running,,,,
21,-9,1,-5457,-5076,12765,0,135.11,-135.11, running,,,,
20,-11,2,-5457,-5076,12765,0,135.11,-135.11, running,,,,
20,-12,3,-5457,-5076,12765,0,135.12,-135.12, running,,,,
20,-11,4,-5457,-5076,12765,0,135.11,-135.11, running,,,,
22,-10,3,-5457,-5076,12765,0,135.12,-135.12, running,,,,
21,-9,3,-5457,-5076,12765,0,135.11,-135.11, running,,,,
24,-10,1,-5457,-5076,12765,0,135.13,-135.13, running,,,,
23,-11,3,-5457,-5076,12765,0,135.13,-135.13, running,,,,
25,-11,2,-5457,-5076,12765,0,135.14,-135.14, running,,,,
24,-11,6,-5457,-5076,12765,0,135.13,-135.13, running,,,,
26,-11,5,-5457,-5076,12765,0,135.14,-135.14, running,,,,
28,-12,5,-5457,-5076,12765,0,135.16,-135.16, running,,,,
25,-11,3,-5457,-5076,12765,0,135.14,-135.14, running,,,,
29,-13,4,-5457,-5076,12765,0,135.17,-135.17, running,,,,
27,-12,2,-5457,-5076,12765,0,135.15,-135.15, running,,,,
27,-12,4,-5457,-5076,12765,0,135.15,-135.15, running,,,,
30,-12,7,-5457,-5076,12765,0,135.17,-135.17, running,,,,
28,-12,4,-5457,-5076,12765,0,135.16,-135.16, running,,,,
29,-12,5,-5457,-5076,12765,0,135.17,-135.17, running,,,,
31,-11,6,-5457,-5076,12765,0,135.17,-135.17, running,,,,
32,-10,6,-5457,-5076,12765,0,135.17,-135.17, running,,,,
33,-12,4,-5457,-5076,12765,0,135.18,-135.18, running,,,,
31,-11,5,-5457,-5076,12765,0,135.17,-135.17, running,,,,
35,-13,6,-5457,-5076,12765,0,135.2,-135.2, running,,,,
33,-11,3,-5457,-5076,12765,0,135.18,-135.18, running,,,,
33,-10,6,-5457,-5076,12765,0,135.17,-135.17, running,,,,
34,-11,5,-5457,-5076,12765,0,135.18,-135.18, running,,,,
35,-11,3,-5457,-5076,12765,0,135.19,-135.19, running,,,,
37,-12,5,-5457,-5076,12765,0,135.21,-135.21, running,,,,
35,-12,5,-5457,-5076,12765,0,135.19,-135.19, running,,,,
